tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.635357127161807
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7615884808161558e-06
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.129867205545597
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2831343808174383e-06
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.576478235291587e-07
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.31544779052793
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.903808862306454e-08
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,113.30718459253009,69.0575496392778,638.3984469871064,335.27549696891543,405.7426662552576,530.9283131816877,45.94521541989428,197.89117388748411,72.85653148277112,501.09750937345535
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.40014521257069
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
