,0
total system cost [1e9€],42.837282016643464
elec_demand_tot [TWh],501.09750937345535
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],131.87554277657443
elec_price_weighted_by_demand [€/MWh],41.57546459262975
CH4_price_weighted_by_demand [€/MWh],0.6439648944014623
H2_price_weighted_by_demand [€/MWh],1.6154631166506204
load_shifted [TWh],22.6951644566995
load_shifted [%],4.529091450699143
attributed_cost [1e9€],57.80800903972782
primary_gene_elec [TWh],692.3292925275962
gene_elec [TWh],715.780194089036
gene_curtailed [TWh],102.40014521257069
gene_curtailed [%],14.790670612639003
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],159.25089821110035
gene_CH4 [TWh],159.25089821110035
gene_H2 [TWh],96.75503142355899
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],71.5225871409799
lcoe_CH4 [€/MWh],43.84362531936564
lcoe_H2 [€/MWh],17.901256462723694
lcoe_elec_volume [€/MWh],85.90247447378944
lcoe_CH4_volume [€/MWh],44.0196914280667
lcoe_H2_volume [€/MWh],179.99522414495283
lcoe_elec_value [€/MWh],99.89848622447893
lcoe_CH4_value [€/MWh],44.019691438153025
lcoe_H2_value [€/MWh],39.06410596307071
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],10.7060125553757
