,0
offshore_float,0.6964044037557161
offshore_ground,0.4112038794604524
onshore,2.5467231652359885
pv_ground,1.190536106484333
pv_roof_com,1.28546372867556
pv_roof_indiv,0.695260251326995
river,0.19501759180336137
lake,0.0871149523385946
nuclear,0.07710551999999461
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.0639169087191902
ch4_ccgt,3.597282956665782
h2_ccgt,0.014980529486311074
electrolysis,0.2523983057695769
phs,0.059762250131670115
battery_1h,0.0
battery_2h,0.0
battery_4h,1.5209442500234445
battery_8h,0.1710479514611759
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,12.865162751338147
