tech,FR
offshore_float,38.76322531242489
offshore_ground,36.265425684931515
onshore,27.726875896659042
pv_ground,14.013123858447488
pv_roof_com,12.196489954337899
pv_roof_indiv,13.556268493150684
river,48.820794230994494
lake,12.719008857974142
nuclear,69.99999999999508
methanization,99.99999999690868
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,
biogas_import,
H2_import,
coal,
biomass_coge,
geothermal_coge,79.9088889
waste,17.31209387510274
marine,45.04441780821917
rsv_dummy,
ch4_ocgt,1.4458383133606862
ch4_ccgt,17.02050612992519
h2_ccgt,22.59657957412995
electrolysis,46.4686285349161
methanation,41.88425391302396
phs,22.470931068972373
battery_1h,0.0
battery_2h,0.0
battery_4h,12.31730802160365
battery_8h,20.109605064862045
h2_saltcavern,40.392186244093494
ch4_reservoir,6.578845137507626
str_dummy,
lost_load,
