area,tech,dual
FR,offshore_float,344.13713590043716
FR,offshore_ground,325.1500336448809
FR,onshore,26.847065754954173
FR,pv_ground,43.36646870980066
FR,pv_roof_com,55.68271458138763
FR,pv_roof_indiv,128.946023777772
FR,river,0.0
FR,lake,130.39196737040658
FR,nuclear,241.4816867690871
FR,methanization,0.0
FR,pyrogazification,0.0
FR,natural_gas,0.0
FR,biogas_import,0.0
FR,H2_import,0.0
FR,coal,0.0
FR,biomass_coge,0.0
FR,geothermal_coge,230.60779364805956
FR,waste,0.0
FR,marine,294.4666873876107
FR,rsv_dummy,0.0
FR,lost_load,0.0
