technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
geothermal_coge,0.135,,0.9450025201314001,,23.501182175251984
lake,13.03119,,18.186010443185314,,4434.530398288604
marine,1.39303,,5.49674453973,,33.454887971434005
methanization,18.55159931751211,,162.512009999997,,-5743.6483326170055
nuclear,2.095714285714286,,12.850919999995094,,1813.2297631280328
offshore_float,29.2981,,104.99470058850082,,-5501.769481670151
offshore_ground,18.49108,,61.787787755284796,,-3408.121897916494
onshore,80.65538,,205.56116663430575,,5543.393055873559
pv_ground,69.27483,,75.7082054257869,,-61.28921662995009
pv_roof_com,85.9395,,83.21520152149499,,-1600.8099035272926
pv_roof_indiv,41.81914,,44.204507927513994,,-3657.897438397449
pyrogazification,0.06423216692829005,,0.5626737702815979,,-58.205239463297886
river,7.6,,44.6551600633153,,4662.091823056103
waste,2.841376989468684,,4.309060221438507,,478.92460653123726
ch4_ccgt,20.655582951261355,,30.008264420951043,20.005509613967362,5448.032244009609
ch4_ocgt,10.571387722570819,,1.3256111206854393,1.9884166810281583,362.6839970965093
electrolysis,12.40087900514153,,51.8934428151373,25.339285995473197,-3420.6273870736795
h2_ccgt,0.5742533342275564,,1.2712895067984364,0.8475263378656246,220.95851331173063
methanation,9.216110088085328,,32.4094823640969,25.821966938179955,-3323.9552789391428
battery_4h,14.454433565193282,57.81773426077313,13.067285706699476,10.169735603526522,0.0
battery_8h,3.887229884335503,31.097839074684025,6.406744177479682,2.3810649237036436,0.0
ch4_reservoir,88.417,118900.0,56.1471557004504,2.043520908046048e-11,-140.36788925129173
h2_saltcavern,6.72000000851472,3999.999998797942,25.023795190052017,-2.419398015263141e-12,-252.76359594879344
phs,5.060000000002432,139.99999824807392,10.090937113030005,2.82803234118224,1269.0764409939486
