,0
total system cost [1e9€],47.658186530253595
elec_demand_tot [TWh],512.827540141399
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],140.14555106059836
elec_price_weighted_by_demand [€/MWh],113.36668734040599
CH4_price_weighted_by_demand [€/MWh],8.107975564196533
H2_price_weighted_by_demand [€/MWh],2.356806840414387
load_shifted [TWh],24.80332785451887
load_shifted [%],4.836582654605482
attributed_cost [1e9€],62.607480448138475
primary_gene_elec [TWh],661.9144676406829
gene_elec [TWh],694.5196326891178
gene_curtailed [TWh],30.849079172644807
gene_curtailed [%],4.660583909368647
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],163.0746837702786
gene_CH4 [TWh],195.4841661343755
gene_H2 [TWh],76.91723800518932
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],79.19303049535954
lcoe_CH4 [€/MWh],55.509138141737544
lcoe_H2 [€/MWh],49.347765240423286
lcoe_elec_volume [€/MWh],85.30495788660544
lcoe_CH4_volume [€/MWh],81.59210755096632
lcoe_H2_volume [€/MWh],149.22239464596632
lcoe_elec_value [€/MWh],99.92816917156415
lcoe_CH4_value [€/MWh],57.29268788935032
lcoe_H2_value [€/MWh],66.96034211246506
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],12.340083870002438
