tech,FR
offshore_float,104.99470058850082
offshore_ground,61.787787755284796
onshore,205.56116663430575
pv_ground,75.7082054257869
pv_roof_com,83.21520152149499
pv_roof_indiv,44.204507927513994
river,44.6551600633153
lake,18.186010443185314
nuclear,12.850919999995094
methanization,162.512009999997
pyrogazification,0.5626737702815979
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,1.3256111206854393
ch4_ccgt,30.008264420951043
h2_ccgt,1.2712895067984364
electrolysis,51.8934428151373
methanation,32.4094823640969
phs,10.090937113030005
battery_1h,0.0
battery_2h,0.0
battery_4h,13.067285706699476
battery_8h,6.406744177479682
h2_saltcavern,25.023795190052017
ch4_reservoir,56.1471557004504
str_dummy,0.0
lost_load,0.0
