tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.918969454212245
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0249097149607168e-06
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.194651031453205e-06
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.237021310225998
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.787809101183326
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2327288106105
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.23144930227686
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,115.07407157795188,71.49920755580705,655.3266656383543,337.603992216823,408.7295894784486,542.1114656337002,46.42782748054853,211.88302247847767,73.24388209153001,512.827540141399
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.849079172644807
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
