tech,FR
offshore_float,40.909466532684455
offshore_ground,38.1448808219178
onshore,29.094012826038014
pv_ground,12.475655593607307
pv_roof_com,11.053650799086759
pv_roof_indiv,12.066667808219176
river,67.07396068149978
lake,15.931227995330557
nuclear,69.99999999997326
methanization,99.99999998682615
pyrogazification,99.9999978655087
ocgt_coge,0.0
natural_gas,
biogas_import,
H2_import,
coal,
biomass_coge,
geothermal_coge,79.9088889
waste,17.31209387510274
marine,45.04441780821917
rsv_dummy,
ch4_ocgt,1.4314626837003468
ch4_ccgt,16.584382873041083
h2_ccgt,25.271838102151662
electrolysis,47.77007335291054
methanation,40.14397140746204
phs,22.765483406936745
battery_1h,0.0
battery_2h,0.0
battery_4h,10.32001202163159
battery_8h,18.814516052345443
h2_saltcavern,42.508893166899526
ch4_reservoir,7.2491632376904525
str_dummy,
lost_load,
