direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1085.980016170141,12.6,30.850246278657377,3.8871310311108296,18.972602739726028,54.337899543378995,34.05126783253087
DE→FR,DE,1273.2148259166875,11.0,33.30723650819042,3.663796015900947,21.700913242009133,53.219178082191775,32.094853099292294
FR→CH,CH,495.20898201635316,3.3,39.0346534122389,1.2881435626038837,27.773972602739725,49.65753424657534,11.28413760841002
CH→FR,CH,324.94500617026733,2.0,35.811333022835285,0.7162266604567058,26.22146118721461,54.31506849315069,6.274145545600742
FR→IT,IT,736.4638695125361,3.1,46.36582137132564,1.4373404625110948,38.390410958904106,44.90867579908676,12.591102451597191
IT→FR,IT,403.81256728376866,3.1,31.999228240528236,0.9919760754563751,22.488584474885844,57.009132420091326,8.689710420997846
FR→ES,ES,1191.4388278901586,10.2,30.78996079009351,3.1405760005895385,17.397260273972602,54.87442922374429,27.511445765164357
ES→FR,ES,1415.1874513660905,9.5,34.684284805300905,3.2950070565035867,22.031963470319635,50.39954337899544,28.864261814971417
FR→UK,UK,1694.5547969625932,9.8,33.83389799016564,3.3157220030362327,23.995433789954337,54.93150684931507,29.0457247465974
UK→FR,UK,2100.024609653681,9.5,37.97531148644333,3.6076545912121163,28.242009132420094,50.36529680365297,31.60305421901814
