,0
offshore_float,5.750313278996711
offshore_ground,3.260058517704964
onshore,17.30260918475993
pv_ground,6.866036135239714
pv_roof_com,8.307688317557439
pv_roof_indiv,4.041182254628087
river,0.7663030105546014
lake,0.38507141487733004
nuclear,0.07710551999966499
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.9782634480778946
ch4_ccgt,0.18143122797552283
h2_ccgt,5.9911968863926255
electrolysis,3.6553455598706273
phs,0.3942041816932749
battery_1h,0.0
battery_2h,0.011113809153668094
battery_4h,6.962203156697959
battery_8h,1.0078245547244196
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,65.93795045890442
