technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biomass_coge,0.26,,0.9115364544000001,,7.608831688678478
methanization,4.109589041090914,,35.99999999995641,,2846.69672144002
offshore_float,54.6,,234.91474007819997,,-9647.233284883348
offshore_ground,33.4,,131.73743272942855,,-5825.633888595791
onshore,61.1,,231.49335870916667,,7206.043930428968
pv_ground,36.2,,34.117370560000005,,-290.55247966045476
pv_roof_com,51.5,,41.476528735,,-1329.812977157479
pv_roof_indiv,21.9,,20.355033620999997,,-2047.1608963191331
pyrogazification,2.283105022789656,,19.999999999637385,,219.47603231763014
river,2.2,,5.51607538720814,,485.6871787131114
ch4_ocgt,47.05465530910043,,5.199932516311104,7.799898774466654,0.0
electrolysis,32.33562448007136,,99.0803245053897,48.38038378201439,0.0
h2_ccgt,33.46707876695093,,37.71940566009848,25.146270440065663,0.0
methanation,4.866263229855948,,29.471474851432333,23.48113557272155,0.0
battery_4h,18.370256940419644,73.48102776167858,17.465931393430953,1.9406590420642083,0.0
phs,2.8,56.0,3.798347645080309,1.166812675285919,563.5506596020189
