area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,59.07952861356339,60.66735538386017,-143.27237068893953,-16.000640130939576,57.45601183708604,73.45665196802561,127.84850465484566,5433,62.020547945205486,2087,64535.9691470566,204701.57669408727
BE,17.423608929219753,17.423608929219753,-40.23616634741754,-0.6050322945267658,13.010131169975333,13.6151634645021,104.65047036514939,4153,47.40867579908676,8346,31356.33440332466,36656.41730337914
DE,88.69889732394795,88.69889732394795,-297.1618413549004,-40.11344061750128,73.75787725822224,113.87131787572352,154.38529701318052,5915,67.52283105022832,642,90379.31670013593,441773.0565094471
CH,9.80061861430852,9.80061861430852,-36.387206017417626,-2.2378006069544902,7.9646437146889095,10.202444321643398,128.09668187451237,3873,44.21232876712329,570,18198.70122557256,37801.83454249389
IT,65.68746275942746,65.68746275942746,-140.4725552011324,-4.251647864369965,46.35798462295205,50.609632487322024,109.1713388727968,3801,43.390410958904106,8370,122821.79047228463,160066.2257641655
ES,43.832758285071556,43.832758285071556,-143.8775489440077,-16.18755508109686,38.12587061206572,54.31342569316258,142.45819130481436,4916,56.118721461187214,307,62017.11561348276,203820.09812389128
UK,109.83881808753398,109.83881808753398,-140.97920172575084,-18.217070160920116,61.64714671350948,79.8642168744296,129.55054877978318,5775,65.92465753424658,8490,78226.18296435951,237807.71757401974
NL,43.92348224644243,43.92348224644243,-90.72129866902115,-18.328280205754016,23.22161629418915,41.54989649994317,178.92766796917746,6627,75.65068493150685,8465,24590.80918178793,185146.5437841931
IE,8.809964015635625,8.809964015635625,-47.07102186714149,-17.114276047574222,5.270612698008313,22.38488874558253,424.7113196923282,7739,88.34474885844749,499,2437.0135032397793,152358.07167998995
PT,10.669649711617769,10.669649711617769,-37.270294811349686,-4.24468358754548,8.31609790640821,12.560781493953687,151.0417702547082,5235,59.76027397260274,932,15541.713828886845,52725.14205578525
