area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,7.470381330601915e-06,3.3767752496192925e-05,19.68294079597989,0.0003033231006504092,0.0,0.0,0.0
CH,62.400000000000006,6.909403565330254e-06,2.6548199003302332e-05,8.146407198508053e-05,2.5473778124862722e-05,0.0,0.0,0.0
DE,130.0,7.285844904167343e-06,3.269889530108367e-05,82.47736751658601,0.0003164314515658612,0.0,0.0,0.0
ES,128.0,6.828155814285324e-06,2.9011884108082636e-05,103.97395705040556,0.0001771848392437425,0.0,0.0,0.0
FR,101.00000010588803,2.091168253982532e-05,0.00016468654879487685,57.82675894346691,0.00012638498645380802,3024.0359628841657,118900.0,0.0
IE,0.0,7.729516557948437e-06,3.085657104246479e-05,7.619595416068337,0.00031416044475051925,0.0,0.0,0.0
IT,144.4,7.28964429723429e-06,3.032037311946469e-05,117.1233478582768,24.885260414331064,0.0,0.0,0.0
NL,0.0,7.464799291221747e-06,3.380831111370332e-05,24.840227635423364,0.00030332109455860384,0.0,0.0,0.0
PT,94.0,6.803503065971972e-06,2.8831055591771043e-05,2.739487834739437,0.00017560168067998867,0.0,0.0,0.0
UK,56.0,7.752268301035431e-06,3.1009005472754676e-05,95.3624335137473,0.00031715470852029847,0.0,0.0,0.0
