,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],386.14092135056677,386.14092135056677,386.14092135056677,386.14092135056677,386.14092135056677,386.14092135056677,386.14092135056677,386.14092135056677,386.14092135056677,386.14092135056677
elec_demand_tot [TWh],507.0242229860883,113.72808581125905,642.4805027243601,69.93792933136804,409.8176853433051,340.1348714029142,526.2502629324472,200.12954978286643,44.36407108307227,73.51438033859395
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],134.99449121478867,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],82.35583076955015,80.88459538285944,80.89333970042468,83.28627572127648,93.90355226760563,79.62105288583327,82.64206831521287,85.44124468780988,82.29453605223203,79.29816000307984
CH4_price_weighted_by_demand [€/MWh],111.55199893963359,111.5519991767367,111.55199893424033,111.55199899508223,111.55199899566045,111.55199897363252,111.55199899152859,111.55199893758446,111.55199893938543,111.5519990838541
H2_price_weighted_by_demand [€/MWh],73.10605418070908,73.10605418070912,73.10605418070908,73.10605418070908,73.10605418070908,73.10605418070907,73.10605418070908,73.10605418070908,73.10605418070904,73.10605418070911
load_shifted [TWh],25.953555419077787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],5.118799899978329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],62.04880369534298,12.056386987003355,92.17222954128505,7.992696653465559,45.078036392840936,40.82636202634034,69.97330373007809,39.20757432077403,16.51109810182366,9.699707318358865
primary_gene_elec [TWh],685.840546289109,124.1248999686182,1031.0507427185214,103.65967556903186,472.0317261171437,494.8834455780217,722.8423356735373,375.4537108436541,213.11682408750985,115.38848575937472
gene_elec [TWh],687.315658671751,137.36895337498183,1072.4465965743316,105.44849964446551,516.8660373777254,507.4801937118061,750.8719609146567,393.59829834458145,213.8495730046582,116.25469842817245
gene_curtailed [TWh],14.1042702660684,14.26648647510759,20.06468983999163,6.313469786659947,22.16428273607379,8.534899374616778,6.813987134200632,14.31791767907182,6.344800256419294,7.655577885266986
gene_curtailed [%],2.056494084868947,11.493653955583856,1.9460429063935338,6.090574518975327,4.695506998733661,1.7246281828336474,0.9426657512874405,3.81349744736817,2.9771465878329706,6.634611620808976
imports [TWh/yr],103.5958903927588,70.0140621621803,156.89713779292222,12.677267591658167,14.016611349274763,87.90443249958372,105.51485637799199,75.07034693971114,63.707719481400595,62.66108874807769
exports [TWh/yr],126.5443946446815,52.83337756714616,175.54037330270032,6.447921505950875,7.463723907518265,89.9374410775131,95.69715659208453,65.2117699216806,73.32376355053535,59.134704728428574
net_imports [TWh/yr],-22.9485042519227,17.180684595034137,-18.643235509778094,6.2293460857072915,6.552887441756498,-2.0330085779293796,9.817699785907465,9.858577018030545,-9.616044069134752,3.5263840196491145
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.6283599937514,7.999999999930022,90.04710194365991,4.759800913839587,66.55292608879476,69.9743473636916,43.4613899129147,9.999999999927883,14.386497824405124,13.449205500932322
gene_CH4 [TWh],170.84585872478806,8.01048618580963,154.05884164549468,8.551913104308158,66.55292608879476,81.77583541909053,87.40428448649017,59.249194188803685,61.25815191970799,13.92083544272225
gene_H2 [TWh],105.73533686583846,16.952753168085007,181.71349749728608,19.658911915532602,56.74691708499405,86.43909518539486,97.31355835880878,67.00109314467839,46.42375984791006,25.5594567264809
biogas_import [TWh/yr],0.0,1.669428738594673e-08,2.803928657156106e-09,0.0,3.205659842197296e-08,8.290596391332548e-09,3.63994790812983e-08,4.4176133457224227e-08,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,35.633981155630494,0.29471636540863905,0.0,41.31343978397013,12.902676249887735,41.34095631166295,46.04639219297989,0.0,0.0
CH4_exports [TWh/yr],31.876869576467932,1.1173715210866857,28.982955776790273,1.5519114892470047,4.642643395194042,4.339576942396495,28.192280942114156,23.4747645614291,51.43787459371822,1.9159132610959262
CH4_net_imports [TWh/yr],-31.876869576467932,34.516609634543805,-28.688239411381634,-1.5519114892470047,36.67079638877609,8.563099307491239,13.148675369548794,22.571627631550786,-51.43787459371822,-1.9159132610959262
H2_trade_imports [TWh/yr],0.0,30.002606574460764,26.765858726278324,0.0,45.4611181278613,0.0,0.0,3.0926728165951864,0.0,0.0
H2_trade_exports [TWh/yr],35.806348824852506,0.0,0.0,11.177538456476839,0.0,11.070470202016303,3.3328211986858243,0.0,27.21602843168848,16.719049131475618
H2_net_trade_imports [TWh/yr],-35.806348824852506,30.002606574460764,26.765858726278324,-11.177538456476839,45.4611181278613,-11.070470202016303,-3.3328211986858243,3.0926728165951864,-27.21602843168848,-16.719049131475618
CH4_import_cost [M€/yr],0.0,3975.0418365367436,32.8761996799677,0.0,4608.596793288714,1439.3193277845896,4611.666316787453,5136.567092990887,0.0,0.0
CH4_export_revenue [M€/yr],3555.92852119299,124.64502700037099,3233.106651923644,173.11882888893842,517.8961513578953,484.0884826242133,3144.905295223609,2618.656911416583,5737.9977321226925,213.72395434651673
H2_trade_import_cost [M€/yr],0.0,2193.3721817950272,1956.7463182365082,0.0,3323.4829649710437,0.0,0.0,226.09310649321387,0.0,0.0
H2_trade_export_revenue [M€/yr],2617.6608772030363,0.0,0.0,817.1457320061551,0.0,809.3183943945293,243.64940712574165,0.0,1989.6564491107367,1222.2637116555936
lcoe_elec [€/MWh],72.26668484595193,100.36362687138653,82.59192151414841,59.870842700872025,90.38959880760495,70.77814421090412,88.61866617706329,102.93806274639206,70.1822912402435,71.96510668954024
lcoe_CH4 [€/MWh],46.885412085756656,43.540043794900626,71.76785173443662,79.69896182195603,73.69129788588825,64.91643765380152,83.50257496365631,100.05798524543634,95.98810337885224,87.09186436036794
lcoe_H2 [€/MWh],61.26491670532777,73.10605594693753,73.10605429786774,73.1060550331586,73.10605466216761,73.10605440824568,73.10605445933697,73.10605459845684,73.10605479371048,73.10605499075876
lcoe_elec_volume [€/MWh],77.85212996531668,79.29986539194545,80.20789073015874,59.34720488460504,78.39342161170883,69.98158739365438,82.58086894413164,96.71469925297497,84.36957094628494,74.52327021881159
lcoe_CH4_volume [€/MWh],57.86608930131058,8.218845840471351,129.85270237369505,111.45071400736815,47.512053794727976,66.31999139164147,112.48190467456459,137.24601963017426,1022.6811672940795,103.26741928507147
lcoe_H2_volume [€/MWh],238.85320222243382,85.35068455799707,162.30449186678075,367.5764600238093,226.3756118354092,179.16277220681857,230.6287366952259,231.92200344306227,326.9929346959851,455.6226955046531
lcoe_elec_value [€/MWh],87.9889301498587,89.17052854605346,101.1053772004749,74.31786515869388,88.70786098891854,84.96279928193988,98.87448589148438,132.24186556502303,137.866399009093,94.20359872211004
lcoe_CH4_value [€/MWh],57.77003798157994,8.203414482943119,101.56300007349824,91.55993447646182,47.512055930414064,59.85135630293081,83.70442892282975,100.90030115242575,928.442167369197,101.47529592649921
lcoe_H2_value [€/MWh],135.83525090984944,42.032578745418924,93.18197868954223,202.52527391893662,86.86934508244406,101.47903105272131,122.79783416833367,133.1808567480159,242.64787826378463,263.01706381856036
transport_and_distrib_lcoe [€/yr/MWh],,,,,,,,,,
footprint [MtCO2eq/yr],67.0589533623072,67.0589533623072,67.0589533623072,67.0589533623072,67.0589533623072,67.0589533623072,67.0589533623072,67.0589533623072,67.0589533623072,67.0589533623072
