direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,999.7108454793929,12.6,35.21388851471615,4.436949952854235,21.541095890410958,48.45890410958904,38.8676815870031
DE→FR,DE,947.4584777401487,11.0,31.59138056134237,3.4750518617476605,21.27853881278539,54.977168949771695,30.441454308909506
FR→CH,CH,567.4874383193561,3.3,43.858224177399634,1.447321397854188,31.815068493150683,44.326484018264836,12.678535445202685
CH→FR,CH,365.62213962471145,2.0,36.80320494264198,0.7360640988528396,29.726027397260275,55.05707762557077,6.447921505950875
FR→IT,IT,888.1564837373642,3.1,51.62031650681183,1.6002298117111668,41.26712328767123,36.68949771689498,14.018013150589821
IT→FR,IT,554.0796064101893,3.1,27.484621842385717,0.8520232771139572,20.114155251141554,63.97260273972603,7.463723907518265
FR→ES,ES,624.3522338543853,10.2,32.20803014318354,3.2852190746047207,18.515981735159816,51.66666666666667,28.778519093537355
ES→FR,ES,673.7084744024648,9.5,32.768668101282216,3.1130234696218104,20.764840182648403,51.78082191780822,27.27008559388706
FR→UK,UK,1923.937152792618,9.8,37.51007055301059,3.6759869141950388,27.248858447488583,51.78082191780822,32.20164536834854
UK→FR,UK,2140.931792716554,9.5,38.431946288866726,3.6510348974423392,29.977168949771688,50.92465753424658,31.983065701594892
