,0
offshore_float,5.920348466819594
offshore_ground,3.3792606061820494
onshore,18.146607469411215
pv_ground,6.732459402442358
pv_roof_com,8.179901520429867
pv_roof_indiv,3.9544408972199543
river,0.8081582947289145
lake,0.3764863399196067
nuclear,0.07710551999948015
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,1.6636462336045976
ch4_ccgt,0.0
h2_ccgt,4.989923226834977
electrolysis,3.4168995166338614
phs,0.4133182149121655
battery_1h,0.0
battery_2h,0.0
battery_4h,8.595994055932167
battery_8h,0.40440359723638347
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,67.0589533623072
