area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
FR,101.00000004683645,7.019352901866178e-07,13.486061182019794,40.06071881693048,3.4592523022318838e-06,3999.999999119196,118900.0,0.0
