tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.176720296985987
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0167242513952346e-06
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999780636555183
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.461073825559037
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1965878368561915e-06
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.04519723453339
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.99129640008822
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,113.96874904898391,69.77027894067484,646.1190047820268,333.9826265616957,406.09594529706,540.029005210343,46.17056723455282,203.42135873709694,72.84901766013591,503.31466369287364
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.30026246112413
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
