tech,FR
offshore_float,107.84658488992555
offshore_ground,63.5049361044282
onshore,207.64042908862618
pv_ground,83.43316987752239
pv_roof_com,90.24715556106
pv_roof_indiv,48.77056167457759
river,36.540689504034425
lake,15.092319381730345
nuclear,11.872803057537546
methanization,162.51200999999583
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,1.4062441736217726
ch4_ccgt,24.12797153003635
h2_ccgt,5.186845732712676
electrolysis,58.48653847385533
methanation,16.135488995191935
phs,12.146778863028485
battery_1h,0.0
battery_2h,5.08294645699566
battery_4h,11.638752090363859
battery_8h,0.0
h2_saltcavern,28.88846387810718
ch4_reservoir,42.00155587766046
str_dummy,0.0
lost_load,0.0
