,0
offshore_float,0.7549260942294789
offshore_ground,0.4445345527309974
onshore,2.6993255781521404
pv_ground,1.1680643782853135
pv_roof_com,1.26346017785484
pv_roof_indiv,0.6827878634440863
river,0.21924413702420656
lake,0.09055391629038208
nuclear,0.07123681834522527
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.11390577806336358
ch4_ccgt,2.895356583604362
h2_ccgt,0.18153960064494368
electrolysis,0.29243269236927666
phs,0.07288067317817092
battery_1h,0.0
battery_2h,0.29481089450574827
battery_4h,0.6750476212411038
battery_8h,0.0
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,11.92010735996364
