area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,0.00019331079667854204,0.0012296751118842215,357.13608314632216,0.0033752350808520554,0.0,0.0,0.0
CH,0.0,0.00010209435037525395,0.0002776435407750081,0.0005681460617889139,0.00024481161763003777,0.0,0.0,0.0
DE,0.0,0.00018805399698964097,0.0011847835560724546,1528.8730774866867,0.0035715306006619497,0.0,0.0,0.0
ES,0.0,0.00010728426480988151,0.00036883332085265884,1601.7511704641765,0.022813345605776324,0.0,0.0,0.0
FR,3.374674650229275e-06,0.00038572423376437303,0.002943892658223865,782.573019259343,0.0015091017064235775,58.616902485019466,0.0,0.0
IE,0.0,0.00011800477092396828,0.00040016852009636724,81.36562350855088,0.002307603480670379,0.0,0.0,0.0
IT,0.0,0.0001233922893661663,0.0004803748323528949,1538.732832687623,814.3211976007691,0.0,0.0,0.0
NL,0.0,0.00019287838176490482,0.001228104650772079,633.4432417790853,0.003365993359091765,0.0,0.0,0.0
PT,0.0,0.00010707621753185741,0.0003676920511034909,97.85930075094046,0.02231169912057153,0.0,0.0,0.0
UK,0.0,0.00011820577252744358,0.00040156045055019,1501.184682448376,0.0023273808729520826,0.0,0.0,0.0
