,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],382.35275322578474,382.35275322578474,382.35275322578474,382.35275322578474,382.35275322578474,382.35275322578474,382.35275322578474,382.35275322578474,382.35275322578474,382.35275322578474
elec_demand_tot [TWh],509.757495437961,114.43030928561576,647.7515964894894,70.6070455387133,412.6677683711022,335.4511953581402,532.7093136559434,203.11948467437497,45.83836265931534,72.87748033875735
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],136.05535951644188,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],76.71486747624962,79.28690642559889,79.85757761468908,82.1088363243986,91.73822023879583,77.29858200667545,86.8185085755393,83.81551820660424,86.2181804268274,77.2805676913752
CH4_price_weighted_by_demand [€/MWh],111.55199874498483,111.551999424397,111.55199878743578,111.55199889328165,111.55199900125871,111.55199895231341,111.55199883176951,111.55199878924128,111.55199881502607,111.55199922817478
H2_price_weighted_by_demand [€/MWh],72.97115401815809,72.97115401815809,72.97115401815807,72.97115401815806,72.97115401815805,72.97115401815806,72.9711540181581,72.97115401815807,72.97115401815805,72.9711540181581
load_shifted [TWh],25.710195400341703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],5.043613018039617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],60.56600891356117,12.097236222972242,91.91400208318151,7.879839613883153,44.94489705813668,39.509952561304736,69.42855693959932,40.0298152987312,16.22259468593167,9.824134708735052
primary_gene_elec [TWh],700.612559113334,123.13126630474495,1035.2828203781344,105.05647832158279,486.17290773380455,515.7470613087503,705.0319791532409,371.2897222404954,194.1645610248065,116.65252269420219
gene_elec [TWh],700.612559113334,134.69282925285214,1064.7039684126921,106.13768440028274,527.5538287667723,523.778204517933,744.2503116275435,386.40141760819813,194.7275944112828,116.91118307123861
gene_curtailed [TWh],12.152727681774197,14.114300422076425,19.883673043884222,6.105788830035824,18.519447253262427,8.595926242378393,6.457872415942922,13.984107572808979,6.017425364323217,7.5932709443700634
gene_curtailed [%],1.7345860452678983,11.462807819375541,1.9206030132540752,5.811910819383949,3.809230617063184,1.666694177678013,0.9159687229647329,3.7663599973691313,3.099136800538194,6.509307101977882
imports [TWh/yr],108.58061261036791,72.53655011870475,155.1589775959416,12.467015330188845,13.002359407608285,89.48851065465755,101.50476975304433,82.64122910580619,65.71687736523182,66.04589435839078
exports [TWh/yr],122.58213470745709,53.35041312120325,188.80042120255072,6.648215063910085,8.243966086570623,93.64220140240738,98.22591587502569,63.709284401050446,71.50550003123188,60.51146636036005
net_imports [TWh/yr],-14.001522097089179,19.1861369975015,-33.64144360660913,5.81880026627876,4.758393321037662,-4.153690747749835,3.278853878018637,18.931944704755743,-5.788622666000052,5.534427998030729
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.62835999292392,7.999999999950726,90.056042530283,4.009819365268848,67.73374545076678,56.11101395495139,36.01244150111656,9.999999999949468,14.13433239719985,13.091232949078453
gene_CH4 [TWh],175.13756803903982,8.014096977843673,157.5963028556383,10.650643215859017,67.73374545076678,78.63316923678136,73.19748259209305,66.8039323300823,43.96239966031574,17.616892652622386
gene_H2 [TWh],115.49279358503188,16.11660068291443,158.64890018033972,16.129088988676834,63.58825054365243,86.49522167344647,92.5434616085182,57.09378100828366,56.00069208425091,22.86285364626167
biogas_import [TWh/yr],0.0,3.014181726368427e-08,4.826855834665125e-09,0.0,4.766063772104709e-08,1.574296733176901e-08,5.721282369516176e-08,2.1304815392135602e-08,0.0,0.0
