area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,8.759336530633737e-06,6.782223660504406e-05,21.45642009614488,0.00021629988189746964,0.0,0.0,0.0
CH,62.400000000000006,4.626119121015185e-06,1.5313317910005606e-05,3.413371303822779e-05,1.5688603226753053e-05,0.0,0.0,0.0
DE,130.0,8.521139397621112e-06,6.534626088559658e-05,91.85334266770246,0.00022887936058111857,0.0,0.0,0.0
ES,128.0,4.861285536338033e-06,2.034285358216506e-05,96.23179405506974,0.0014619793412937298,0.0,0.0,0.0
FR,101.0000007058195,1.747801172834348e-05,0.0001623692164509791,47.01629504699869,9.670986258778976e-05,2946.8733150543394,118900.0,0.0
IE,0.0,5.347055200761676e-06,2.207113390323013e-05,4.888374717009347,0.00014788136185441334,0.0,0.0,0.0
IT,144.4,5.591175487424622e-06,2.6494880821832838e-05,92.44570804219127,52.185277365388025,0.0,0.0,0.0
NL,0.0,8.739742861710465e-06,6.773561845355237e-05,38.05670987635092,0.00021570763179417445,0.0,0.0,0.0
PT,94.0,4.8518584574898405e-06,2.0279907307811632e-05,5.879300262042949,0.0014298316321994387,0.0,0.0,0.0
UK,56.0,5.356163024630226e-06,2.2147905268011418e-05,90.18984837584564,0.00014914878397829468,0.0,0.0,0.0
