technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biomass_coge,0.57,,1.9983683807999997,,28.711853110275854
geothermal_coge,1.3,,9.100024267931998,,60.53420027601794
lake,9.0,,14.599640171119535,,1812.5018899369052
methanization,4.223744292231494,,36.99999999994789,,2519.740972128585
offshore_float,8.6,,21.169612613199998,,-2408.2208223155712
offshore_ground,5.3,,13.046389168599998,,-1302.004692483431
onshore,67.6,,146.10954536285712,,2513.3570062420167
pv_ground,62.370000000000005,,87.47090941050001,,-249.47465992683874
pv_roof_com,88.83,,109.05565206689998,,-1894.7143660132642
pv_roof_indiv,37.8,,50.802351012,,-3454.4483825265675
pyrogazification,3.5084184304587778,,30.733745450818887,,0.0
river,13.0,,31.62234913536334,,2714.3464521080823
waste,0.79,,1.1980661445326102,,111.42421106422127
ch4_ocgt,4.627856738394113,,0.7523619122288677,1.1285428683433012,0.0
electrolysis,24.576720874393096,,63.58825054365243,31.049797027677705,0.0
h2_ccgt,20.2512499868691,,40.628559120738835,27.085706080492578,0.0
battery_4h,23.111427010547818,92.44570804219127,29.171431786714738,3.241270198625397,0.0
battery_8h,6.523159670673503,52.185277365388025,13.847510610889024,1.5386122898914998,0.0
phs,7.22,144.4,15.27734093078558,1.7070667575062615,1667.972705148094
