area,H2_import,biogas_import,biomass_coge,coal,geothermal_coge,lake,lost_load,marine,methanization,natural_gas,nuclear,offshore_float,offshore_ground,onshore,pv_ground,pv_roof_com,pv_roof_indiv,pyrogazification,river,rsv_dummy,waste,ch4_ccgt,ch4_ocgt,electrolysis,h2_ccgt,methanation,ocgt_coge,battery_1h,battery_2h,battery_4h,battery_8h,ch4_reservoir,h2_saltcavern,phs,str_dummy
BE,0.0,0.0,121.22926230085396,0.0,0.0,0.0,0.0,0.0,316.6071331694537,0.0,0.0,2165.7861912943285,1196.3784719344499,1029.9719326969278,1022.2790753554514,1683.2179934444684,1500.528768893692,0.0,0.0,0.0,0.0,0.00029085387693163613,182.14575069424686,475.42590066955404,1467.4547529800193,0.22002174979132955,1.0399210078384677e-09,0.000103319664535658,0.00030429304100218626,130.2126437354815,69.58527129979669,0.0,0.0,0.0,0.0
CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.30356658427885,0.0,0.0,0.0,0.0,1038.851001082246,817.823260284361,1349.3565732571358,1194.595718925075,268.60799583299735,0.0,0.0,0.0,3.343833339346004e-05,1.5643590356332805e-05,671.0126985064428,328.5886347051915,189.0257002445778,0.0,0.00011075604120854083,0.00041271483696717217,16.32821659313904,0.00015380042461371796,0.0,0.0,0.0,0.0
DE,0.0,0.0,131.05866194686914,0.0,29.33221861099861,0.0,0.0,0.0,3561.830248168857,0.0,0.0,17499.552425658174,9850.182752260303,11507.272627372571,7564.86515763034,12457.204240739848,11100.99924171838,1678.7999739767727,59.57227388471338,0.0,0.0,0.0002922128240623294,3115.672289884822,5536.492639144075,5876.868906210559,988.7723224818025,0.0,9.907142562171756e-05,0.0002886112224954513,429.70008270624356,456.31360969368615,0.0,0.0,0.0,0.0
ES,0.0,0.0,75.35873061944976,0.0,838.9014522745601,0.0,0.0,0.0,2216.249932193551,0.0,0.0,2902.1534963344,1635.0505783104147,7937.887136474598,3012.7165691357714,4931.411394017059,4457.881585256988,1074.431983343605,0.0,0.0,0.0,0.00013216323393601753,0.00012179670593802296,2752.530600329517,670.0875387540516,333.5148074081353,0.0,9.394928446683793e-05,0.0002534898253642175,559.4691626826805,279.5275486008358,0.0,0.0,0.0,0.0
FR,0.0,0.0,0.0,0.0,79.19699024969626,0.0,0.0,566.6895978315279,6431.55771350779,0.0,0.0,12690.684082232074,7374.110011605889,7161.446346638373,4165.77700928271,5977.475733372764,6092.3128796498,545.0291413648023,0.0,0.0,0.0,1045.8841647864099,730.6804796387967,1822.291260355786,117.50682112049844,0.0008884878929197934,1.1858652855669078e-09,0.00019781992608359104,0.0005761822913526052,467.24078779403754,112.79383104386099,0.0,17.69050886181671,1.2461363125264176e-07,0.0
IE,0.0,0.0,9.829399646015185,0.0,0.0,0.0,0.0,0.0,554.0624830474279,0.0,0.0,7103.778707445396,3987.9282397814995,1633.7485828985748,354.7909732115979,584.2574853278321,524.4566570890573,134.30399791403156,0.0,0.0,0.0,0.00032272499123262835,379.55928525542834,1635.738232192636,472.90399608988406,819.8423930619911,1.0579942582067201e-09,0.00011923022800044469,0.0003179529908546608,49.45565698673162,0.015307381523153913,0.0,0.0,0.0,0.0
IT,0.0,0.0,186.7585932742885,0.0,762.6376838859638,0.0,0.0,0.0,1464.3079909131031,0.0,0.0,3725.1522490262446,2113.6019670841947,6002.250228475199,3750.5615252893826,6178.522907341824,5506.794899435102,2484.6239614873066,0.0,0.0,0.0,0.0002859322987000501,489.3889483734314,2068.7153872351996,3288.336778234112,0.0002063380213910775,1.1518635383759072e-09,0.00010144098070297261,0.00027568974252909954,702.3374849260674,549.7714283722119,0.0,0.0,0.0,0.0
NL,0.0,0.0,49.14699823007593,0.0,0.0,0.0,0.0,0.0,395.75891646211886,0.0,0.0,16113.449263229804,9092.47638670182,1065.4882062382012,1455.244330800113,2399.628957596453,2141.531349780317,0.0,0.0,0.0,0.0,0.00029503209360324617,1136.9889353636743,2225.4163106502565,3039.840476902471,622.0994714252143,1.0482293826763653e-09,0.00010314427272102923,0.00030313891934944417,198.64873306837274,12.682546869652771,0.0,0.0,0.0,0.0
PT,0.0,0.0,150.71746123889952,0.0,0.0,0.0,0.0,0.0,197.87945823053744,0.0,0.0,1949.2075721648955,1076.740624741005,1509.4416255041183,655.461289492613,1085.049615608831,961.5038713299384,604.3679906289498,0.0,0.0,0.0,0.00013115692407347014,0.00012153402358224135,798.6962662753766,2.139005001149956,13.309352824857617,0.0,9.373519320060907e-05,0.000252282494733737,42.43087881880591,2.02865772037781,0.0,0.0,0.0,0.0
UK,0.0,0.0,85.18813026546495,0.0,0.0,0.0,0.0,0.0,1424.732099266742,0.0,0.0,23650.385208934065,13319.680320870208,5425.110783429507,2176.8530898745494,3582.0548207599227,3190.444663958432,1343.0399791800419,0.0,0.0,0.0,0.00035115075571933444,2653.473716351056,3403.8926939447388,7221.087190205638,461.3182821971221,1.4934614939862125e-09,0.00011934839068845619,0.0003180120498243302,343.83275578093867,0.015591625308983472,0.0,0.0,0.0,0.0
