,0
offshore_float,5.534266709431305
offshore_ground,3.14877954431456
onshore,17.212686405580857
pv_ground,6.543037975598416
pv_roof_com,8.02783128370573
pv_roof_indiv,3.837130873247196
river,0.8646421376893573
lake,0.43923360570163505
nuclear,0.07710551999968598
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.8191525727622427
ch4_ccgt,0.4074592404260691
h2_ccgt,6.632274900555983
electrolysis,3.8079527472914028
phs,0.3383054028452886
battery_1h,0.0
battery_2h,0.0
battery_4h,7.048385209391262
battery_8h,3.8551182731818745
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,68.59336240172289
