direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,999.5047552230899,12.6,31.313804702165356,3.9455393924728352,17.716894977168952,51.57534246575343,34.56292507806204
DE→FR,DE,1573.168090660155,11.0,32.087063951569355,3.52957703467263,22.751141552511417,57.397260273972606,30.919094823732237
FR→CH,CH,531.9901232057007,3.3,43.0626461917266,1.421067324326978,32.18036529680365,45.78767123287671,12.448549761104328
CH→FR,CH,489.41671806036913,2.0,34.93515892353451,0.6987031784706901,29.098173515981735,58.082191780821915,6.120639843403246
FR→IT,IT,1013.430251979582,3.1,42.55470837578592,1.3191959596493634,33.242009132420094,47.88812785388128,11.556156606528424
IT→FR,IT,842.4777277767062,3.1,35.02351010602815,1.0857288132868725,28.15068493150685,57.38584474885845,9.510984404393005
FR→ES,ES,502.9820034547661,10.2,28.974800081290415,2.9554296082916225,16.91780821917808,56.529680365296805,25.88956336863461
ES→FR,ES,1664.4061708707832,9.5,33.12121602952584,3.1465155228049544,22.968036529680365,53.10502283105023,27.5634759797714
FR→UK,UK,1300.2285378479892,9.8,33.9417554559012,3.3262920346783185,22.865296803652967,52.64840182648401,29.13831822378207
UK→FR,UK,1850.5953705361444,9.5,35.81093251582355,3.4020385890032383,27.009132420091326,54.885844748858446,29.801858039668367
