tech,BE,CH,DE,ES,FR,IE,IT,NL,PT,UK
offshore_float,19.02888205,0.0,163.39889065859998,19.30382834795714,104.99470058850082,68.12868089579999,20.532307179399996,154.706627191,16.7372787735,223.778334234
offshore_ground,10.66258527,0.0,93.37514212866665,10.786936779,61.787787755284796,37.816023400000006,12.653631168699999,87.850379496,9.508825575000001,125.38433761514285
onshore,34.171611064,19.158695945999998,346.7485226674285,203.25477323468178,205.56116663430575,72.84462608799998,143.76815968171425,36.71736653999999,38.42638146,223.40149711316664
pv_ground,16.08865312,14.127105127999998,122.308724178,75.56039865900001,75.7082054257869,5.189155845999999,85.45151725110001,23.518989494000003,16.67101045,32.736095848000005
pv_roof_com,20.337766152000004,17.796870136,154.109859993,94.103447254,83.21520152149499,6.411505044000001,106.76112964020001,29.283962940000002,21.017943023999997,40.37883456
pv_roof_indiv,9.499626346000001,8.247733922,72.162838656,44.032515354000004,44.204507927513994,3.117112992,49.690423188000004,14.017241301,9.646384506,19.462392467999997
river,0.19998600984671333,25.237046852156862,20.015641603466534,14.190489911277393,44.6551600633153,0.8910724036331706,33.199100521619215,0.08465786371355326,0.2216341492807425,5.41223356991674
lake,0.0,14.074456780880332,0.3755035762585059,18.037199585281698,18.35343928735634,0.0,15.52050386521781,0.0,6.844497855277825,0.0
nuclear,0.0,0.0,0.0,0.0,12.850919999947664,0.0,0.0,0.0,0.0,0.0
methanization,7.999999999968791,3.999999999973076,89.99999999996481,55.999999999967876,162.51200999997022,13.99999999996772,36.99999999996632,9.999999999968608,4.9999999999711155,35.99999999996569
pyrogazification,0.0,3.9999999999409384,24.999999999936737,15.999999999936728,8.116349999938857,1.9999999999337301,36.99999999993144,0.0,8.99999999993719,19.999999999928896
ocgt_coge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biogas_import,13.184085456531978,0.0,0.00717132096123275,5.922336247526481,0.0,0.0,12.702933881741256,17.55704945049334,0.0,13.934088148964605
H2_import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomass_coge,1.2971864928000003,0.0,1.402363776,0.8063591712000001,0.0,0.10517728319999996,1.9983683807999997,0.5258864159999999,1.6127183424000002,0.9115364544000001
geothermal_coge,0.0,0.0,0.350000933382,10.010026694725198,0.9450025201314001,0.0,9.100024267931998,0.0,0.0,0.0
waste,1.00091601948294,0.0,0.0,0.39430025009934,4.309060221438507,0.0,1.1980661445326102,0.0,0.0,0.0
marine,0.0,0.0,0.0,14.599796699999999,5.49674453973,0.0,0.0,0.0,0.0,0.0
rsv_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch4_ocgt,0.2471419175155318,0.0,4.366000852686932,0.0,0.4050632246304679,0.33925256102649914,0.6134830884266546,1.1657267872675243,0.0,2.976326293906177
ch4_ccgt,0.0,0.0,0.0,0.0,3.3954936702172427,0.0,0.0,0.0,0.0,0.0
h2_ccgt,15.530976640397412,3.5155503551521603,48.32184559678539,4.276710918901687,0.5707200623931035,2.8969204243772797,29.283253039844322,24.12615458204517,0.011523342485985116,60.959913624931275
electrolysis,14.00948209048124,17.71967743931737,192.99503052887474,99.10094808819497,82.01823113901354,63.01246135863669,58.99913627594173,84.24936945710229,28.868934115158147,120.6172789655599
methanation,0.0056231498402516365,5.015396731024921,25.52277807822144,9.105934386295617,0.0,21.29769602940183,0.0,16.2766828025054,0.36130812821465186,11.774574277403383
phs,1.695197254690169,5.891403956341655,8.346180195258617,8.612220154810977,6.6857617035298755,0.0,12.378779374099095,0.0,9.170607391323367,3.6040837774943455
battery_1h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery_2h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery_4h,5.048643593595791,0.6724176952976592,16.66666989126923,26.688357802582264,16.220507746741937,1.6451831193473516,33.527648881456756,7.5390621209810575,2.001259996094383,11.514132073172568
battery_8h,2.7118767209525414,0.0,17.97229629641274,13.938955917715115,4.330921162592123,0.00053740927733146,26.922488593914863,0.4904343020498858,0.09949557668626743,0.0005504545693742147
h2_saltcavern,0.0,0.0,0.0,0.0,21.640848083043675,0.0,0.0,0.0,0.0,0.0
ch4_reservoir,0.0,0.0,0.0,0.0,14.344619076398573,0.0,0.0,0.0,0.0,0.0
str_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
