,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],415.405068573932,415.405068573932,415.405068573932,415.405068573932,415.405068573932,415.405068573932,415.405068573932,415.405068573932,415.405068573932,415.405068573932
elec_demand_tot [TWh],512.827540141399,115.07407157795188,655.3266656383543,71.49920755580705,408.7295894784486,337.603992216823,542.1114656337002,211.88302247847767,46.42782748054853,73.24388209153001
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],140.14555106059836,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],144.71202209761464,136.23692522772978,137.34241809364488,137.683109467127,148.7190776658219,126.08806744742981,144.5884923701098,146.09344376292614,146.53291778875686,125.13018962880622
CH4_price_weighted_by_demand [€/MWh],175.00000002896627,175.00000032374598,175.00000004603365,175.00000017037604,175.0000003386747,175.00000051648604,175.00000030282072,175.00000011591231,175.0000000861476,175.00000246025255
H2_price_weighted_by_demand [€/MWh],125.89891025261934,125.89891025261929,125.89891025261929,125.8989102526193,125.89891025261926,125.89891025261923,125.89891025261927,125.8989102526193,125.89891025261917,125.89891025261929
load_shifted [TWh],24.28035754835798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.734604842334187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],65.66375209017475,15.694106173416932,97.13594746189088,8.9474888739036,50.18032059134738,43.19369760452132,77.82516708403439,43.27892521528033,15.036289696880727,8.974051321477145
primary_gene_elec [TWh],662.0818964848065,112.28721252412966,974.2474881708022,98.64190876503719,479.87323128921594,505.0800719412225,671.4652618626262,346.70511124171355,194.50335395263315,120.68667413545857
gene_elec [TWh],666.4531734420472,128.0653310820426,1026.9353346202745,102.15745912018934,509.7699674174869,509.35678286012427,735.4015017814636,371.9969926110262,197.7395269380369,120.69819747794456
gene_curtailed [TWh],6.103738209909694,7.684202452209665,15.41488682494589,2.7250962115804924,8.102255805143853,2.987270724684127,4.537814300963541,8.130586830533446,4.101309097415411,2.7342313161229104
gene_curtailed [%],0.9219007863402233,6.84334598702269,1.5822352135480586,2.7626150443536233,1.688415872537113,0.591444978853128,0.6758077533863432,2.3451015191019255,2.1086058487270054,2.2655619070702144
imports [TWh/yr],103.90566148565917,47.660721071219484,109.04453612492752,12.447304906128217,11.55500099086777,64.37191691845895,83.12103664876703,47.3097535425056,39.01104968136291,34.94429781115808
exports [TWh/yr],113.59551303811148,30.724410735167176,125.89906743471842,6.120639843403246,9.510984404393005,62.51126857018851,68.81680921614894,43.7681058558652,53.99103135994332,38.488791385299734
net_imports [TWh/yr],-9.68985155245231,16.93631033605231,-16.8545313097909,6.326665062724971,2.044016586474765,1.8606483482704377,14.304227432618092,3.5416476866403954,-14.979981678580408,-3.5444935741416543
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.62835999990907,21.184085456500767,115.00717132086278,7.999999999914015,86.70293388163903,77.92233624743108,69.93408814885919,27.55704945046195,15.99999999990145,13.999999999908304
gene_CH4 [TWh],170.62835999990907,21.18970860634102,140.52994939908422,13.015396730938935,86.70293388163903,87.02827063372669,81.70866242626258,43.83373225296735,37.29769602930328,14.361308128122957
gene_H2 [TWh],103.65907922205722,14.00948209048124,192.99503052887474,17.71967743931737,58.99913627594173,99.10094808819497,120.6172789655599,84.24936945710229,63.01246135863669,28.868934115158147
biogas_import [TWh/yr],0.0,13.184085456531978,0.00717132096123275,0.0,12.702933881741256,5.922336247526481,13.934088148964605,17.55704945049334,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,21.987014276934488,0.008247206964569298,0.0,24.993163999235236,4.912251253604197,31.826384187729268,44.81378738842563,0.0,0.0
