area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,0.0001628695326906938,0.0006896366110331962,361.22547743625967,217.16761631244242,0.0,0.0,0.0
CH,0.0,0.0001745919787426397,0.00093535908856724,45.29642948131097,0.00047999340919865343,0.0,0.0,0.0
DE,0.0,0.00015617275633372928,0.0006540960145929883,1192.0395214867124,1424.1022138314718,0.0,0.0,0.0
ES,0.0,0.00014809839081947522,0.0005744983964136062,1552.034499902003,872.373280859527,0.0,0.0,0.0
FR,55.33240071966324,0.00031183646465501825,0.001305834669886182,1296.1819359989297,352.0165541499474,79.5648750032122,0.0,0.0
IE,0.0,0.00018795039264123204,0.0007205949316445318,137.19591887902132,0.04777257450138262,0.0,0.0,0.0
IT,0.0,0.0001599080407106513,0.0006248113302499634,1948.3683460815068,1715.7733006730227,0.0,0.0,0.0
NL,0.0,0.00016259305112240044,0.0006870209595457495,551.0753901172661,39.5807678982401,0.0,0.0,0.0
PT,0.0,0.00014776090477903398,0.0005717621543961781,117.70834244406618,6.331207067515874,0.0,0.0,0.0
UK,0.0,0.0001881366602008917,0.0007207287803436667,953.8332668945807,0.0486596666153773,0.0,0.0,0.0
