area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,7.379976038261286e-06,3.803663012527328e-05,21.702107289246914,13.917054259959336,0.0,0.0,0.0
CH,62.400000000000006,7.911145800610059e-06,5.158935462089652e-05,2.7213694321898396,3.076008492274359e-05,0.0,0.0,0.0
DE,130.0,7.0765304015512545e-06,3.607640281193141e-05,71.6166804510406,91.26272193873723,0.0,0.0,0.0
ES,128.0,6.71066317620271e-06,3.1686228170527185e-05,93.24486044711341,55.90550972016717,0.0,0.0,0.0
FR,112.57287489622244,1.4129994720256503e-05,7.202278641907565e-05,77.87346463233959,22.558766208772198,3999.99994920445,118900.0,0.0
IE,0.0,8.51644485717462e-06,3.97441238568326e-05,8.242609497788603,0.0030614763046307824,0.0,0.0,0.0
IT,144.4,7.245784335926615e-06,3.446121781613744e-05,117.05624748767791,109.95428567444236,0.0,0.0,0.0
NL,0.0,7.367448051502088e-06,3.789236491868052e-05,33.108122178062125,2.536509373930554,0.0,0.0,0.0
PT,94.0,6.695370942900648e-06,3.1535311841717124e-05,7.071813136467651,0.40573154407556195,0.0,0.0,0.0
UK,56.0,8.524885049175442e-06,3.9751506228041277e-05,57.305459296823116,0.0031183250617966944,0.0,0.0,0.0
