year,area,dual
2052,FR,-64.05188744436045
2052,BE,-130.600002228629
2052,DE,-63.44800123470887
2052,CH,-63.44800213172497
2052,IT,-63.44800217378396
2052,ES,-63.448003760441374
2052,UK,-63.448001861175385
2052,NL,-130.60000043101678
2052,IE,-63.44800143877673
2052,PT,-63.448003387708994
