,0
total system cost [1e9€],45.938513172717236
elec_demand_tot [TWh],502.8606854828577
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],132.50375591345298
elec_price_weighted_by_demand [€/MWh],68.72222953921431
CH4_price_weighted_by_demand [€/MWh],0.9228417863639561
H2_price_weighted_by_demand [€/MWh],1.7107025882414268
load_shifted [TWh],23.035140632775633
load_shifted [%],4.580819558533751
attributed_cost [1e9€],60.90585298419422
primary_gene_elec [TWh],674.3954265938954
gene_elec [TWh],709.1607185419969
gene_curtailed [TWh],62.36228900579521
gene_curtailed [%],9.247139963680132
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],162.51200999993114
gene_CH4 [TWh],188.9483459890414
gene_H2 [TWh],80.43761199827355
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],75.70054889331989
lcoe_CH4 [€/MWh],47.54533061975417
lcoe_H2 [€/MWh],27.287963232698303
lcoe_elec_volume [€/MWh],86.12824149372038
lcoe_CH4_volume [€/MWh],74.945774321311
lcoe_H2_volume [€/MWh],154.02043303586194
lcoe_elec_value [€/MWh],103.02799292518161
lcoe_CH4_value [€/MWh],49.92685866366928
lcoe_H2_value [€/MWh],49.86746664827498
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],12.909188874697472
