tech,FR
offshore_float,108.37317855546212
offshore_ground,64.30554855568118
onshore,206.91716981954883
pv_ground,84.95257403116409
pv_roof_com,91.960320820785
pv_roof_indiv,49.55773212881701
river,30.931697831260912
lake,14.256158509497865
nuclear,12.390239060378574
methanization,162.51200999993114
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,1.034712225138162
ch4_ccgt,31.432353509165683
h2_ccgt,2.298226213797644
electrolysis,53.62866662895222
methanation,26.43633598911027
phs,11.150627889785522
battery_1h,0.0
battery_2h,3.828156258008407
battery_4h,17.262845428635025
battery_8h,0.0
h2_saltcavern,26.808945369321343
ch4_reservoir,51.50401135137182
str_dummy,0.0
lost_load,0.0
