,0
offshore_float,5.5235352477909405
offshore_ground,3.1433681025368774
onshore,16.610836853483647
pv_ground,6.500497335387219
pv_roof_com,7.89821913529306
pv_roof_indiv,3.820352826514672
river,0.8248659275194261
lake,0.40356672428965285
nuclear,0.07710551999986438
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.8427155021183524
ch4_ccgt,0.06513136034901049
h2_ccgt,5.778927420604251
electrolysis,3.6047809241948032
phs,0.33752930939963977
battery_1h,0.0
battery_2h,0.0
battery_4h,8.940661418105504
battery_8h,2.1792547947342995
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,66.55134840232121
