area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,7.460118355156623e-05,0.0003424131797213919,458.54221635539994,155.21043139439172,0.0,0.0,0.0
CH,0.0,7.417429390918659e-05,0.00037664656020824656,105.88465642946875,0.0002102678000016106,0.0,0.0,0.0
DE,0.0,7.17651279460799e-05,0.0003276874486059118,2139.262308965107,277.3654156926903,0.0,0.0,0.0
ES,0.0,6.35272931179251e-05,0.00022060842973101172,1774.229588339614,378.30470456995414,0.0,0.0,0.0
FR,125.56391432069717,0.000150940348638043,0.0007325110975757105,1608.3453652422927,0.0026383757781498498,79.5648751601472,0.0,0.0
IE,0.0,7.13741643468521e-05,0.0002686802040890091,130.92996353310232,30.7548122463973,0.0,0.0,0.0
IT,0.0,8.053677317177395e-05,0.00030379422567202385,2253.3673475380406,1282.4903931595027,0.0,0.0,0.0
NL,0.0,7.449045660286207e-05,0.00034192705133235444,665.303896805722,53.62356285201705,0.0,0.0,0.0
PT,0.0,6.316925258691706e-05,0.00021913715525002432,87.40392059841594,1.4245388181356708,0.0,0.0,0.0
UK,0.0,7.148789334478361e-05,0.0002695376353894345,1051.1515543880528,398.27703861701514,0.0,0.0,0.0
