,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],406.4544572333436,406.4544572333436,406.4544572333436,406.4544572333436,406.4544572333436,406.4544572333436,406.4544572333436,406.4544572333436,406.4544572333436,406.4544572333436
elec_demand_tot [TWh],502.20810745666813,113.87252726440342,649.1972819327601,70.27533730135819,405.30816710098264,331.33178501733835,526.8319939785208,203.94018584301784,43.770074248050534,72.3957750251324
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],134.28058795173717,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],138.42115520769497,130.81462357977904,130.68224701176936,135.06453419624825,150.24317002239727,124.93026236409094,144.6812157266524,138.2036918567159,145.19857719379647,124.46295912339104
CH4_price_weighted_by_demand [€/MWh],175.00000000248136,175.0000001049636,175.0000000074429,175.00000002627556,175.00000009346286,175.00000004047465,175.00000008422055,175.0000000152343,175.00000001348104,175.0000001302729
H2_price_weighted_by_demand [€/MWh],125.6994384198762,125.69943841987626,125.69943841987616,125.69943841987617,125.69943841987615,125.69943841987616,125.69943841987627,125.69943841987623,125.69943841987619,125.69943841987622
load_shifted [TWh],22.551380265450774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.490445281669725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],65.03296317200112,14.62058680875572,94.40422330971678,8.893269104409356,49.1219887464482,42.74760895301703,77.41052775305977,41.366380779151555,15.077294051834425,8.816031732479273
primary_gene_elec [TWh],648.7207879894895,113.58612032860715,970.8138981894414,102.40154112440926,471.44483284363747,478.5397346200183,652.6069875582349,355.5287400635901,181.53590517354715,115.72250575958614
gene_elec [TWh],650.4952840167563,125.75642408864415,1009.0425052195369,104.74574724952512,507.1970045935226,488.6843012166738,709.0271894465695,372.7054750801421,183.5817202922809,115.72427088829691
gene_curtailed [TWh],6.244674698391679,6.8282736942436655,10.352971257212086,2.308013702158239,6.970606379464024,3.8728112649438557,2.7836625448943066,7.192496204186845,2.6793035384436994,3.424407341023522
gene_curtailed [%],0.9626136257703607,6.011538799361506,1.0664218215788093,2.2538857099369203,1.4785624730297855,0.8092977416011315,0.4265450106977147,2.023042132374556,1.4759083256187269,2.9591541580837686
imports [TWh/yr],105.57337370011413,49.336806040087524,112.330289807532,11.685544484519793,12.07027557070916,66.51115075998996,82.6961148709677,51.31869879049057,37.879019610320185,37.8158091129737
exports [TWh/yr],117.40021589220792,31.65016779574559,132.51864865784643,6.340215009522476,8.856031085505629,66.91139874231517,67.3256089490408,46.355153966950525,50.337109539033655,39.579260490549395
net_imports [TWh/yr],-11.826842192093793,17.686638244341935,-20.18835885031443,5.3453294749973175,3.2142444852035315,-0.40024798232521164,15.370505921926906,4.9635448235400474,-12.45808992871347,-1.7634513775756915
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.62835999996,15.604853344938135,115.01884719636634,7.999999999959405,81.6434929460088,77.46533424232888,65.48009735841092,20.70914491184401,15.999999999955056,13.999999999958947
gene_CH4 [TWh],170.62835999996,15.607094174040178,145.36364386530138,12.678203430782613,81.6434929460088,86.57904270555241,74.2066167520313,51.117413555485356,34.48476811899235,14.018375273473739
gene_H2 [TWh],98.62495056050886,14.278923196728588,180.41076648981277,20.27514256975394,61.01811713959209,87.52023051048172,118.34385259443566,74.44661594591912,61.31381736053011,26.482661152398595
biogas_import [TWh/yr],0.0,7.604853344951913,0.018847196414114805,0.0,7.643492946057007,5.465334242373734,9.480097358464427,10.70914491185792,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,27.67864546683088,0.025321809436436436,0.0,30.159892378014693,6.0789453525469535,39.01647911180277,45.64469194780456,0.0,0.0
CH4_exports [TWh/yr],33.55704996933704,1.5591967485753417,27.70404373105587,5.67820302963483,11.89789291163979,8.4836906085558,14.972479503845845,16.92046354250096,25.812806434112076,2.0181495871787405
CH4_net_imports [TWh/yr],-33.55704996933704,26.119448718255537,-27.67872192161943,-5.67820302963483,18.261999466374903,-2.404745256008847,24.04399960795692,28.7242284053036,-25.812806434112076,-2.0181495871787405
H2_trade_imports [TWh/yr],0.0,31.420554804156602,27.913630913339503,0.0,28.265173226262085,0.0,24.489406786792866,0.0,0.0,0.0
H2_trade_exports [TWh/yr],26.213511819253995,0.0,0.0,10.86813236122782,0.0,12.128817557329143,0.0,4.646485209134447,39.15209951244343,19.079719271162222
H2_net_trade_imports [TWh/yr],-26.213511819253995,31.420554804156602,27.913630913339503,-10.86813236122782,28.265173226262085,-12.128817557329143,24.489406786792866,-4.646485209134447,-39.15209951244343,-19.079719271162222
CH4_import_cost [M€/yr],0.0,4843.762959600653,4.4313166515648446,0.0,5277.981168971401,1063.8154369417598,6827.883847851475,7987.821091561159,0.0,0.0
CH4_export_revenue [M€/yr],5872.48374471725,272.8594311643437,4848.207653140976,993.6855303352935,2082.131260648974,1484.6458568406392,2620.1839144340142,2961.081120195438,4517.241126317596,353.17617801918976
H2_trade_import_cost [M€/yr],0.0,3949.5460937234293,3508.7277300664728,0.0,3552.9164013816658,0.0,3078.3046803357693,0.0,0.0,0.0
H2_trade_export_revenue [M€/yr],3295.023714693016,0.0,0.0,1366.1181344792205,0.0,1524.5855556534084,0.0,584.0605814144612,4921.396921673249,2398.3099975939817
lcoe_elec [€/MWh],77.77486343111127,121.2963276653197,91.7012221591843,65.4633477756556,98.41504944638415,73.97078337576825,116.19830463336453,114.15828649044967,84.89679358732485,70.25963130088226
lcoe_CH4 [€/MWh],46.79142542355721,107.56958416639387,82.64114458322263,113.47800038885839,86.62929916565258,78.18767900939325,94.08096379334317,149.26530451355976,117.91440501762963,87.34522438141606
