area,H2_import,biogas_import,biomass_coge,coal,geothermal_coge,lake,lost_load,marine,methanization,natural_gas,nuclear,offshore_float,offshore_ground,onshore,pv_ground,pv_roof_com,pv_roof_indiv,pyrogazification,river,rsv_dummy,waste,ch4_ccgt,ch4_ocgt,electrolysis,h2_ccgt,methanation,ocgt_coge,battery_1h,battery_2h,battery_4h,battery_8h,ch4_reservoir,h2_saltcavern,phs,str_dummy
BE,0.0,1330.8493353665847,34.2108942828,0.0,0.0,0.0,0.0,0.0,138.64840182624525,0.0,0.0,501.5,239.70000000000002,371.2,260.1,431.97,486.1600000000001,0.0,7.526433122494301,0.0,0.0,3.3391717248962425e-05,53.46820661083878,88.64943093917454,479.6019500587258,0.037198135599406976,2.0988344047203878e-10,4.732480735453897e-05,0.0001510852905279343,165.2928654970069,49.73282923361181,0.0,0.0,96.2,0.0
CH,0.0,0.0,0.0,0.0,0.0,584.6,0.0,0.0,69.32420091301178,0.0,0.0,0.0,0.0,374.4,208.08,346.29,387.03999999999996,320.1513698608278,623.7270413302982,0.0,0.0,6.979455386332008e-06,2.2842644964025213e-06,121.95271998703204,83.04544999954962,76.41514728498291,0.0,4.7054001059980656e-05,0.00016619031727024058,38.168739211195756,6.737441869635312e-05,0.0,0.0,230.88,0.0
DE,0.0,3.2982593724700906,36.984750576,0.0,7.5375000000000005,29.6,0.0,0.0,1559.794520547615,0.0,0.0,4052.12,1973.53,4147.2,1924.74,3196.935,3596.6400000000003,2000.9460616415336,329.66707312737424,0.0,0.0,3.401454677830292e-05,418.05231217315657,952.6917660744866,1730.0126195363537,497.36667044124505,0.0,4.552569668649403e-05,0.00014458775627522588,771.1499279371021,88.87396761950336,0.0,0.0,481.0,0.0
ES,0.0,956.4334924154034,21.266231581200003,0.0,215.5725,865.8,0.0,1271.875,970.5388127850977,0.0,0.0,672.01,327.59,2860.8,766.5300000000001,1265.5650000000003,1444.3200000000002,1280.605479449805,341.0627923674032,0.0,0.0,2.5457709600585763e-05,16.962456169551068,465.24167362659415,558.8130050685206,148.16082443319766,0.0,4.029985538343401e-05,9.734055425653052e-05,639.5648693749245,121.21713148804064,0.0,0.0,473.6,0.0
FR,0.0,0.0,0.0,0.0,20.35125,964.3080600000001,0.0,478.8540625,2816.5038104268497,0.0,322.5212074283839,2938.59943,1477.437292,2580.97216,1059.904899,1534.0200750000001,1973.863408,649.615146447099,587.1909366118244,0.0,0.0,45.377038361083876,259.57357457885365,316.9906490147001,40.1523158427956,0.0002514250044796632,5.73655679922716e-10,9.575213932611079e-05,0.0003232108415984788,579.7678046805602,0.000845393514147306,17.254707252553942,153.47569593871776,374.4400001229941,0.0
IE,0.0,0.0,2.7738562931999997,0.0,0.0,0.0,0.0,0.0,242.63470319609178,0.0,0.0,1644.9199999999998,799.0,588.8,90.27000000000001,149.94000000000003,169.92000000000002,160.07568492908828,15.35187219021698,0.0,0.0,5.293853148556342e-05,58.511990254896496,305.63825093802984,104.18837131498863,306.997603088416,3.436677385184964e-10,4.527768082219741e-05,0.00011855158941873105,47.196938645734875,9.854516940780417,0.0,0.0,0.0,0.0
IT,0.0,1337.6112655599761,52.70326957079999,0.0,195.975,666.0,0.0,0.0,641.2488584472112,0.0,0.0,862.5799999999999,423.47,2163.2,954.2610000000001,1585.6155,1784.16,2961.400171230299,981.4910553769178,0.0,0.0,3.622074284808604e-05,75.93856391606175,375.17924948358035,1230.7814055790425,4.174143666848565e-05,9.136788845560206e-10,5.1090171681738494e-05,0.00013404518740695856,812.2819068926634,410.93807383782496,0.0,0.0,534.28,0.0
NL,0.0,1874.1003595751356,13.869281465999999,0.0,0.0,0.0,0.0,0.0,173.31050228286398,0.0,0.0,3731.1600000000003,1821.7200000000003,384.0,370.26,615.825,693.84,0.0,3.0265216867437696,0.0,0.0,3.576154806604411e-05,340.8138166953289,357.84448509374914,753.044527471179,498.7063796934523,2.1760464906557923e-10,4.72545654191311e-05,0.0001508707928005064,239.82521915519527,17.18216662539072,0.0,0.0,0.0,0.0
PT,0.0,0.0,42.532463162400006,0.0,0.0,207.2,0.0,0.0,86.65525114132095,0.0,0.0,451.34999999999997,215.73000000000002,544.0,166.77,278.46000000000004,311.52,720.3405821895644,59.308172751920864,0.0,0.0,2.6417526477243465e-05,0.01742164386768761,139.65596414459094,0.10035642165705681,0.2997293261771067,0.0,4.007272494999577e-05,9.669137383483302e-05,31.506901602681406,0.45645350729662637,0.0,0.0,347.8,0.0
UK,0.0,1659.0170377312747,24.0400878744,0.0,0.0,0.0,0.0,0.0,623.9178082188887,0.0,0.0,5476.38,2668.66,1955.2,553.86,919.2750000000001,1033.68,1600.7568493121223,166.39163555141315,0.0,0.0,5.690487269979874e-05,865.6623607543808,593.6327367324814,2265.8704234040374,148.40389480821992,1.443526679880004e-09,4.53498271697686e-05,0.0001189299196490041,378.91353576432374,127.61670572822297,0.0,0.0,207.2,0.0
