tech,FR
offshore_float,98.10852223421148
offshore_ground,57.72635868236599
onshore,191.38764033015153
pv_ground,84.34496726822731
pv_roof_com,90.98640714006
pv_roof_indiv,49.286141906001
river,39.867062815359695
lake,16.67485215033293
nuclear,12.538786019143263
methanization,162.51201000000566
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,1.0247267612091617
ch4_ccgt,24.841861904883775
h2_ccgt,2.037034666222878
electrolysis,53.21760977052748
methanation,13.147224221364498
phs,11.521261759416772
battery_1h,0.0
battery_2h,0.0
battery_4h,15.166973391291723
battery_8h,0.0
h2_saltcavern,26.130396592773387
ch4_reservoir,39.04578169875624
str_dummy,0.0
lost_load,0.0
