tech,FR
offshore_float,38.22637984979572
offshore_ground,35.6375450913242
onshore,27.087968771925162
pv_ground,13.898873401826487
pv_roof_com,12.085916438356165
pv_roof_indiv,13.453820205479452
river,59.88203378899257
lake,14.607429827740312
nuclear,68.29978097599458
methanization,99.99999998424514
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,
biogas_import,
H2_import,
coal,
biomass_coge,
geothermal_coge,79.9088889
waste,17.31209387510274
marine,45.04441780821917
rsv_dummy,
ch4_ocgt,1.1303679681662648
ch4_ccgt,21.115556084399728
h2_ccgt,16.932993865298567
electrolysis,48.989024196914414
methanation,51.65160897164722
phs,25.99234246531798
battery_1h,0.0
battery_2h,0.0
battery_4h,12.63050493324355
battery_8h,0.0
h2_saltcavern,37.42834630711896
ch4_reservoir,5.041203632604311
str_dummy,
lost_load,
