,0
offshore_float,0.6867596556394804
offshore_ground,0.40408451077656193
onshore,2.48803932429197
pv_ground,1.1808295417551824
pv_roof_com,1.27380969996084
pv_roof_indiv,0.690005986684014
river,0.23920237689215818
lake,0.1000491129019976
nuclear,0.07523271611485959
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.0830028676579421
ch4_ccgt,2.981023428586053
h2_ccgt,0.07129621331780074
electrolysis,0.2660880488526374
phs,0.06912757055650064
battery_1h,0.0
battery_2h,0.0
battery_4h,0.87968445669492
battery_8h,0.0
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,11.488235510682916
