,0
offshore_float,5.146008135794745
offshore_ground,2.905413400446723
onshore,15.734971963477221
pv_ground,6.805132553354727
pv_roof_com,8.298206116071901
pv_roof_indiv,3.991079532833798
river,0.7715177347917559
lake,0.4631266992862277
nuclear,0.07710551999986043
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.5780693799162215
ch4_ccgt,0.0
h2_ccgt,6.716354388621469
electrolysis,3.8279545244247717
phs,0.3507310000602624
battery_1h,0.0
battery_2h,0.0
battery_4h,8.376631846733599
battery_8h,3.823749430290643
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,67.86605222610393
