,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],420.86325240469563,420.86325240469563,420.86325240469563,420.86325240469563,420.86325240469563,420.86325240469563,420.86325240469563,420.86325240469563,420.86325240469563,420.86325240469563
elec_demand_tot [TWh],508.69522571370373,114.69660347640303,649.3389820722708,70.15506375530042,412.2718871892435,333.35973579473455,539.6419591562883,208.4200990738553,46.06654844503567,72.71819861960951
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],135.90627680388866,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],140.15214876466473,134.40621374611155,135.0480322212024,139.15527558476114,156.01948998515164,126.14804402832797,148.33056985045764,141.64776012633,151.38013553149344,125.74720092537325
CH4_price_weighted_by_demand [€/MWh],175.00000000665034,175.00000000877384,175.00084382551256,175.00000011664068,175.00000004960282,175.00000020915078,175.000000064459,175.00000001485316,175.00000001842864,175.00000009072707
H2_price_weighted_by_demand [€/MWh],126.72474510095397,126.72474510095404,126.72474510095398,126.724745100954,126.7247451009539,126.72474510095394,126.72474510095398,126.72474510095402,126.72474510095392,126.72474510095401
load_shifted [TWh],22.1152908220433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.347453977185525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],66.64639944221781,16.948154724198957,96.08215177550423,8.81542112410507,51.81964258433024,41.6553360524987,80.186366225655,46.59086829561519,14.462417963586393,8.829111461198545
primary_gene_elec [TWh],636.4335537677455,114.79373208145915,963.7132177140046,102.431827069448,453.4128413754776,474.2293075835238,635.1454092552698,331.41479486027157,174.76225871166756,112.82413431780793
gene_elec [TWh],636.4761785984454,127.53398200810182,1009.6218163249205,104.89491467135444,494.3422649774444,479.71061416738246,700.1579214914441,355.17333749116165,177.41573584729161,112.86680984533943
gene_curtailed [TWh],5.761024580494782,5.7531155445578355,8.196032223890695,1.9634763802276323,6.748211996372705,3.1598612489919464,4.992818892352032,6.022589736928492,4.430040575662071,2.9347410784563013
gene_curtailed [%],0.9052044076540252,5.011698322061128,0.8504638177872312,1.9168616204574873,1.4883151469423017,0.6663150502218623,0.7860906840539534,1.817236233967071,2.5348954678887488,2.601164277662078
imports [TWh/yr],111.2513206156885,48.03614146349575,104.91992761809006,10.435628584597627,12.93972612514886,62.34756552101148,77.63727162195624,44.437253774908896,35.96375041046159,37.095082960150336
exports [TWh/yr],100.7446519763289,31.104301728787597,126.02869598925345,6.837296397610596,8.37147821391073,69.78799014846007,65.78576959850501,45.20329433948195,51.39007673813251,39.86462538308991
net_imports [TWh/yr],10.506668639359603,16.931839734708156,-21.108768371163393,3.5983321869870304,4.56824791123813,-7.440424627448586,11.851502023451232,-0.7660405645730535,-15.426326327670914,-2.7695424229395726
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.62835999995977,28.30059894232365,115.4427367429536,7.999999999957987,95.73833977373738,79.96031998677489,86.55261813152755,56.675149803938176,15.999999999956522,13.99999999995742
gene_CH4 [TWh],170.62835999995977,28.302071084129118,119.07349795025148,7.999999999957987,95.73833977373738,79.96031998677489,86.55261813152755,60.49381317625482,15.999999999956522,13.99999999995742
gene_H2 [TWh],99.77859992644686,15.023199745157262,212.70565149318188,24.948643738546185,48.703496794525535,87.07279515950084,110.44776526702614,88.96791679287948,74.7638918460947,25.217519908797243
biogas_import [TWh/yr],0.0,20.300598942337846,0.4427367430028916,0.0,21.73833977378468,7.96031998682125,30.55261813157387,46.67514980395251,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,14.248593655039926,0.5572122480390879,0.0,15.061344065658313,6.714012722883245,18.165041255824313,21.65067238642796,0.0,0.0
CH4_exports [TWh/yr],34.613936590138024,1.5468085157479488,8.636262058752132e-05,1.0000522997472552,11.216808996449084,2.1439243781243267,12.037735456726478,4.63798376304142,7.301498769208724,1.8980412020690145
CH4_net_imports [TWh/yr],-34.613936590138024,12.701785139291978,0.5571258854185004,-1.0000522997472552,3.844535069209229,4.5700883447589185,6.127305799097835,17.01268862338654,-7.301498769208724,-1.8980412020690145
H2_trade_imports [TWh/yr],0.0,32.10797997457213,7.121597627732768,0.0,49.42362549712132,0.0,50.419702882218104,0.0,0.0,0.0
H2_trade_exports [TWh/yr],27.97551871137777,0.0,0.0,15.34349773536911,0.0,19.69093319584082,0.0,6.6413462652813635,51.60720550331937,17.814404570455892
H2_net_trade_imports [TWh/yr],-27.97551871137777,32.10797997457213,7.121597627732768,-15.34349773536911,49.42362549712132,-19.69093319584082,50.419702882218104,-6.6413462652813635,-51.60720550331937,-17.814404570455892
CH4_import_cost [M€/yr],0.0,2493.5038897570025,97.51261359675117,0.0,2635.7352122372895,1174.9522279088096,3178.882220940154,3788.8676679464725,0.0,0.0
CH4_export_revenue [M€/yr],6057.43890350435,270.6914902694625,0.015113531477798812,175.0091525724165,1962.9415749349746,375.1867666201609,2106.6037057030735,811.6471586011369,1277.7622847460832,332.1572105342813
H2_trade_import_cost [M€/yr],0.0,4068.8755779841863,902.4826440859932,0.0,6263.196343087707,0.0,6389.423995814921,0.0,0.0,0.0
H2_trade_export_revenue [M€/yr],3545.190477766315,0.0,0.0,1944.4008394717143,0.0,2495.32849004284,0.0,841.6229125949532,6539.909962780694,2257.5258783162917
lcoe_elec [€/MWh],77.92346906629814,121.15323539282181,97.08990416990983,65.5537398417671,104.62291184524928,71.55285011043922,120.98721640896083,125.51466398869398,89.71846181273133,72.48551911222604
