area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,3.523972351276937e-06,1.8689952075264652e-05,24.869135656466064,21.091056248582728,0.0,0.0,0.0
CH,62.400000000000006,3.6920508216260276e-06,3.013149044942588e-05,7.915766885975344,1.641909293353996e-05,0.0,0.0,0.0
DE,130.0,3.374591900511733e-06,1.7801676796601463e-05,119.83639854998331,103.92229139147072,0.0,0.0,0.0
ES,128.0,3.026741430728252e-06,1.390709352223085e-05,112.96675631643569,27.047451854475092,0.0,0.0,0.0
FR,133.99358738673507,6.44425852931439e-06,3.0164513570990972e-05,111.67661349383513,20.546795387396077,3920.6483896243117,118900.0,0.0
IE,0.0,3.1440985655217446e-06,1.334529495284934e-05,11.369843990792768,0.1258082573538112,0.0,0.0,0.0
IT,144.4,3.329596509825336e-06,1.5215301370610898e-05,108.86655531687263,122.59543621880185,0.0,0.0,0.0
NL,0.0,3.5179572585667936e-06,1.8663086587078996e-05,25.318273002282922,3.3131925488726637,0.0,0.0,0.0
PT,94.0,3.0148476872515965e-06,1.3835504055901495e-05,5.731270510217105,0.0603856171347185,0.0,0.0,0.0
UK,56.0,3.1505617986737174e-06,1.3399125252234105e-05,87.8567830552005,6.6828262835802175,0.0,0.0,0.0
