tech,BE,CH,DE,ES,FR,IE,IT,NL,PT,UK
offshore_float,18.070551689999995,0.0,155.50545908406664,16.77949762865714,96.03298885927543,60.02598385879999,18.308745832399996,145.19426746940002,15.2912518245,209.93527315215
offshore_ground,10.00501731,0.0,88.91253434266666,8.996104585,56.5229266516652,31.8986242,11.283296850199998,82.16829231599999,8.530842672,116.74141827914285
onshore,32.22022155733333,17.516234033999996,320.00938438628566,188.1541470441818,187.3543714989544,67.10903457599998,125.48475436342854,32.53206222,34.51527051,205.4869785388333
pv_ground,18.36724812,17.054143776,134.050489844,69.48324511199999,82.90697766579478,5.269776986,84.37434306840001,24.978540620000004,15.282167766,34.31396371
pv_roof_com,22.868010704000003,21.0538888,166.92304472999996,87.05586814200001,90.09745067085,6.520667748000001,105.35685703199998,31.105157910000003,19.405746203999996,42.342316350000004
pv_roof_indiv,10.843223339,9.926743781999997,79.09527081600002,40.57735032,48.40385883612839,3.1627608120000006,49.04956539,14.824874883,8.861188578,20.332272731999993
river,0.12135684884287928,23.070722327810927,17.067210065288037,13.84375312799555,36.12610636074918,0.6702332476676044,32.24861439441922,0.08571302587151734,0.27092969457070853,5.0816500387437005
lake,0.0,13.81009434963708,0.39745973631539944,23.528858807664818,15.387145943051486,0.0,15.010205651365284,0.0,9.054018726337208,0.0
nuclear,0.0,0.0,0.0,0.0,12.850919999976737,0.0,0.0,0.0,0.0,0.0
methanization,7.999999999985804,3.999999999986288,89.9999999999805,55.9999999999828,162.51200999998738,13.99999999998531,36.9999999999838,9.99999999998567,4.999999999986183,35.99999999998381
pyrogazification,0.0,3.9999999999716995,24.999999999970203,15.999999999970852,8.116349999972376,1.999999999971212,36.99999999996891,0.0,8.999999999971239,19.99999999996988
ocgt_coge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biogas_import,20.300598942337846,0.0,0.4427367430028916,7.96031998682125,0.0,0.0,21.73833977378468,46.67514980395251,0.0,30.55261813157387
H2_import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomass_coge,1.2971864928000003,0.0,1.402363776,0.8063591712000001,0.0,0.10517728319999996,1.9983683807999997,0.5258864159999999,1.6127183424000002,0.9115364544000001
geothermal_coge,0.0,0.0,0.350000933382,10.010026694725198,0.9450025201314001,0.0,9.100024267931998,0.0,0.0,0.0
waste,1.00091601948294,0.0,0.0,0.39430025009934,4.309060221438507,0.0,1.1980661445326102,0.0,0.0,0.0
marine,0.0,0.0,0.0,14.599796699999999,5.49674453973,0.0,0.0,0.0,0.0,0.0
rsv_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch4_ocgt,0.0015420948071291172,0.0,3.0522491383626895,0.21218940565825023,0.042624830699746076,0.27946532996131074,0.23315022698082066,1.00260031432868,0.04080632388137765,2.272031346631372
ch4_ccgt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h2_ccgt,12.738707831835546,2.4630876019064396,42.8563494725534,5.2691171782004025,0.0,2.374011805662731,40.69627337498602,22.75594231656145,0.0018692036501319262,62.74048088954298
electrolysis,15.023199745157262,24.948643738546185,212.70565149318188,87.07279515950084,77.74002413924504,74.7638918460947,48.703496794525535,88.96791679287948,25.217519908797243,110.44776526702614
methanation,0.0014721418054686431,0.0,3.6307612072978857,0.0,0.0,0.0,0.0,3.8186633723166383,0.0,0.0
phs,1.752129939725286,5.725077298760612,8.699408111414424,8.743000621637211,7.5451652761121855,0.0,12.360818058719872,0.0,9.875610834096502,3.7539565362442966
battery_1h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery_2h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery_4h,5.860508518987169,2.1024872196879874,27.7459763105859,29.726434705816096,23.278082029744628,1.9780539779564124,31.025944915727482,5.616636985343122,1.5350372947347954,15.555525054064654
battery_8h,4.185964276545007,0.0,20.22166297115115,6.2626640888069325,3.703075407872163,0.018445579490190458,29.874868769025685,0.6202855630270866,0.013845681421533928,1.0259019780161698
h2_saltcavern,0.0,0.0,0.0,0.0,22.03857578720182,0.0,0.0,0.0,0.0,0.0
ch4_reservoir,0.0,0.0,0.0,0.0,5.029339671844479,0.0,0.0,0.0,0.0,0.0
str_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
