area,H2_import,biogas_import,biomass_coge,coal,geothermal_coge,lake,lost_load,marine,methanization,natural_gas,nuclear,offshore_float,offshore_ground,onshore,pv_ground,pv_roof_com,pv_roof_indiv,pyrogazification,river,rsv_dummy,waste,ch4_ccgt,ch4_ocgt,electrolysis,h2_ccgt,methanation,ocgt_coge,battery_1h,battery_2h,battery_4h,battery_8h,ch4_reservoir,h2_saltcavern,phs,str_dummy
BE,0.0,20300.598942337845,0.37,0.0,0.0,0.0,0.0,0.0,0.9132420091307996,0.0,0.0,5.0,3.0,11.6,17.0,24.2,10.3,0.0,0.1,0.0,0.66,1.920314138273469e-06,0.009466386718819749,6.473870338757382,9.900028564606611,0.00024033720065790267,3.889026701744323e-12,3.523972351276937e-06,9.344976037632326e-06,6.217283914116516,2.636382031072841,0.0,0.0,1.3,0.0
CH,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.4566210045646447,0.0,0.0,0.0,0.0,11.7,13.6,19.4,8.2,0.4566210045629793,8.2,0.0,0.0,1.323900879650306e-07,8.989829673356335e-08,10.000110355638185,1.2681035606088384,8.877852873444606e-06,0.0,3.6920508216260276e-06,1.506574522471294e-05,1.978941721493836,2.052386616692495e-06,0.0,0.0,3.12,0.0
DE,0.0,442.7367430028916,0.4,0.0,0.05,0.4,0.0,0.0,10.2739726027375,0.0,0.0,40.4,24.7,129.6,125.8,179.1,76.2,2.853881278535412,4.29,0.0,0.0,1.9736092685466486e-06,23.453760107007255,71.6863942690909,38.81514659555328,0.592208438285333,0.0,3.374591900511733e-06,8.900838398300732e-06,29.95909963749583,12.99028642393384,0.0,0.0,6.5,0.0
ES,0.0,7960.31998682125,0.23,0.0,1.43,11.7,0.0,3.7,6.392694063924976,0.0,0.0,6.7,4.1,89.4,50.1,70.9,30.6,1.8264840182615123,4.5,0.0,0.26,1.0523601686442575e-06,1.2087840978387336,28.686794271311935,5.470354713404519,1.0575642283139901e-05,0.0,3.026741430728252e-06,6.953546761115425e-06,28.241689079108923,3.3809314818093865,0.0,0.0,6.4,0.0
FR,0.0,0.0,0.0,0.0,0.135,13.03119,0.0,1.39303,18.55159933419904,0.0,2.095714285714286,29.2981,18.49108,80.65538,69.27483,85.9395,41.81914,0.9265239838930198,7.6,0.0,2.841376989468684,7.934458889198764e-06,0.30985866875058676,22.905377934341498,7.161435620874398e-06,8.582837566576049e-07,4.072215159029049e-12,6.44425852931439e-06,1.5082256785495486e-05,27.919153373458784,2.5683494234245097,88.417,6.586688952564738,5.060000000481816,0.0
IE,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.5981735159800585,0.0,0.0,16.4,10.0,18.4,5.9,8.4,3.6,0.22831050227981878,0.2,0.0,0.0,2.340543560876608e-06,1.841945084558824,23.7291381157541,3.099574262210078,2.7710330828307404e-05,3.975419860811854e-12,3.1440985655217446e-06,6.67264747642467e-06,2.842460997698192,0.0157260321692264,0.0,0.0,0.0,0.0
IT,0.0,21738.33977378468,0.57,0.0,1.3,9.0,0.0,0.0,4.223744292235593,0.0,0.0,8.6,5.3,67.6,62.370000000000005,88.83,37.8,4.223744292233893,13.0,0.0,0.79,7.371868932655279e-07,3.8449316566873546,23.24896528954915,21.563795440173124,2.983226817219232e-07,4.892394558154247e-12,3.329596509825336e-06,7.607650685305449e-06,27.21663882921816,15.324429527350231,0.0,0.0,7.22,0.0
NL,0.0,46675.14980395251,0.15,0.0,0.0,0.0,0.0,0.0,1.1415525114138891,0.0,0.0,37.2,22.8,12.0,24.2,34.5,14.7,0.0,0.04,0.0,0.0,1.967884174612574e-06,6.1796240241903915,28.45739339151776,20.65008913708519,0.6222325321474637,3.9110903358234695e-12,3.5179572585667936e-06,9.331543293539498e-06,6.3295682505707305,0.41414906860908296,0.0,0.0,0.0,0.0
PT,0.0,0.0,0.46,0.0,0.0,2.8,0.0,0.0,0.5707762557061852,0.0,0.0,4.5,2.7,17.0,10.9,15.6,6.6,1.0273972602706893,0.8,0.0,0.0,1.10058196858858e-06,0.24375898787852635,8.442409463429595,0.002511413282492781,9.26744400361882e-06,0.0,3.0148476872515965e-06,6.917752027950748e-06,1.4328176275542763,0.007548202141839813,0.0,0.0,4.7,0.0
UK,0.0,30552.61813157387,0.26,0.0,0.0,0.0,0.0,0.0,4.1095890410940425,0.0,0.0,54.6,33.4,61.1,36.2,51.5,21.9,2.2831050228276117,2.2,0.0,0.0,2.7153402219539393e-06,15.465510352371622,41.81710533632532,52.99330038434576,2.6444200537617815e-05,5.801488813844355e-12,3.1505617986737174e-06,6.699562626117052e-06,21.964195763800124,0.8353532854475272,0.0,0.0,2.8,0.0
