direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1048.3015175540831,12.6,25.932108965614386,3.267445729667412,14.623287671232877,59.21232876712329,28.622824591886534
DE→FR,DE,1439.4436962335503,11.0,34.81325496730856,3.8294580464039405,23.607305936073057,50.99315068493151,33.54605248649852
FR→CH,CH,707.8126964285627,3.3,36.10305884814864,1.1914009419889051,25.251141552511413,54.22374429223744,10.43667225182281
CH→FR,CH,526.1656080533044,2.0,39.02566436992349,0.7805132873984699,32.52283105022831,53.20776255707762,6.837296397610596
FR→IT,IT,1263.8973768323235,3.1,47.65436819550588,1.4772854140606826,38.618721461187214,42.945205479452056,12.94102022717158
IT→FR,IT,838.0710536793348,3.1,30.82736122371016,0.9556481979350149,25.45662100456621,61.392694063926946,8.37147821391073
FR→ES,ES,784.2680665171097,10.2,25.16919097279489,2.567257479225079,14.075342465753424,61.44977168949771,22.48917551801169
ES→FR,ES,1655.8181434184544,9.5,39.280458193974745,3.7316435284276004,27.22602739726027,45.3310502283105,32.68919730902578
FR→UK,UK,1508.4931837240379,9.8,30.583076352898477,2.9971414825840514,19.668949771689498,55.36529680365297,26.25495938743629
UK→FR,UK,1622.1985620139585,9.5,35.830836882154415,3.4039295038046697,26.586757990867582,52.57990867579909,29.818422453328907
