tech,FR
offshore_float,96.03298885927543
offshore_ground,56.5229266516652
onshore,187.3543714989544
pv_ground,82.90697766579478
pv_roof_com,90.09745067085
pv_roof_indiv,48.40385883612839
river,36.12610636074918
lake,15.424191473187998
nuclear,12.850920000001677
methanization,162.5120099997439
pyrogazification,8.116349999967516
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,0.6812920565105629
ch4_ccgt,32.04850045721677
h2_ccgt,0.0
electrolysis,49.764500353415144
methanation,21.905867308273493
phs,9.831213522810103
battery_1h,0.0
battery_2h,0.0
battery_4h,23.26757275942684
battery_8h,7.2296818645707495
h2_saltcavern,23.051902888454965
ch4_reservoir,52.410580548230804
str_dummy,0.0
lost_load,0.0
