tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.636435999842503
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4369961639148065e-07
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3836539218787283e-06
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.11816820087096
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.625855519264235
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.06423531933615
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.35917233276297
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,114.69660347640303,70.15506375530042,649.3389820722708,333.35973579473455,412.2718871892435,539.6419591562883,46.06654844503567,208.4200990738553,72.71819861960951,508.69522571370373
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.029766161441728
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
