area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,61.34006976405296,64.13257293823736,-156.51772051070398,-10.758698558155672,58.07023124585658,68.82892980401226,118.52704617724994,4810,54.90867579908676,7608,79710.63636998377,173956.83573942748
