tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
offshore_float,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.03298885927543
offshore_ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5229266516652
onshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.3543714989544
pv_ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.90697766579478
pv_roof_com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.09745067085
pv_roof_indiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.40385883612839
river,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.12610636074918
lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.424191473187998
nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.850920000001677
phs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.831213522810103
battery_1h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2175826991069702e-07
battery_2h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923072449163471e-07
battery_4h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26757275942684
battery_8h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2296818645707495
ch4_ocgt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6812920565105629
ch4_ccgt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.04850045721677
h2_ccgt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.020575674697187e-07
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomass_coge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geothermal_coge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9450025201314001
waste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.309060221438507
marine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49674453973
ocgt_coge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0689937878077418e-11
str_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elec_trade_imports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
