,0
total system cost [1e9€],47.702418667378346
elec_demand_tot [TWh],508.69522571370373
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],135.90627680388866
elec_price_weighted_by_demand [€/MWh],116.0135519346888
CH4_price_weighted_by_demand [€/MWh],2.2496908665952846
H2_price_weighted_by_demand [€/MWh],2.0701200854218946
load_shifted [TWh],24.769904977575607
load_shifted [%],4.869301641827525
attributed_cost [1e9€],62.65206853716189
primary_gene_elec [TWh],636.4705992979069
gene_elec [TWh],669.2003918116343
gene_curtailed [TWh],30.029766161441728
gene_curtailed [%],4.718170202137801
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],170.62835999971142
gene_CH4 [TWh],192.5342273079849
gene_H2 [TWh],72.8164032418701
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],81.57634771676433
lcoe_CH4 [€/MWh],55.06237358608966
lcoe_H2 [€/MWh],53.560167098615224
lcoe_elec_volume [€/MWh],88.69377679422007
lcoe_CH4_volume [€/MWh],74.27181831375943
lcoe_H2_volume [€/MWh],149.50338962407636
lcoe_elec_value [€/MWh],101.33281729611132
lcoe_CH4_value [€/MWh],56.361754757881634
lcoe_H2_value [€/MWh],69.2186584258558
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],12.967276828024612
