technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,47063.29342970065,,47.06329342970065,,0.0
biomass_coge,0.15,,0.5258864159999999,,28.10314207981397
methanization,1.2,,9.999999999999728,,1295.2282270989724
offshore_float,37.2,,145.19426746940002,,650.9024386832771
offshore_ground,22.8,,82.16829231599999,,286.06220113740346
onshore,12.0,,32.53206222,,2494.98392328696
pv_ground,24.2,,24.978540620000004,,1065.0237865473036
pv_roof_com,34.5,,31.105157910000003,,723.1918614423353
pv_roof_indiv,14.7,,14.824874883,,-632.4741367842469
river,0.04,,0.08571302587151734,,11.888868718821133
ch4_ccgt,23.0,,4.509966433392764,3.006644288928509,-2761.950947096271
ch4_ocgt,4.0,,0.0,3.669998685168185e-10,-317.4302636881996
electrolysis,31.0,,79.14051306904187,38.643882265217,-1861.046395617941
h2_ccgt,11.0,,15.238676510019221,10.159117673346145,-1159.267933675902
methanation,8.6,,14.059355237185995,11.201666291002494,-1695.307954417317
ocgt_coge,2.107481559536354,,2.4088707024046365,3.6133060536069546,78.60441683326559
battery_4h,8.0,32.0,4.839516083995142,0.5377240093327362,-262.85678808143984
battery_8h,4.0,32.0,4.296173357781313,0.4773525953087123,-232.35882198114928
