area,imports
BE,29.06895363827259
CH,9.105198715573815
DE,57.11567495869302
ES,35.597276701554634
IT,15.575022104590701
UK,51.988215280031326
IE,7.604813693925819
NL,22.337797515564453
PT,8.816418979789631
FR,97.46967325553565
