technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,21027.26877194878,,21.02726877194878,,0.36805070062875905
biomass_coge,0.37,,1.2971864928000003,,69.33125083481202
methanization,1.0,,7.999999999999933,,1022.4552171406777
offshore_float,5.0,,18.070551689999995,,-75.8100574887626
offshore_ground,3.0,,10.00501731,,-53.084364620343194
onshore,11.6,,32.22022155733333,,2596.851605039861
pv_ground,17.0,,18.36724812,,850.8704617362976
pv_roof_com,24.2,,22.868010704000003,,633.6442253606247
pv_roof_indiv,10.3,,10.843223339,,-384.5125722097114
river,0.1,,0.12135684884287928,,17.381239294841922
waste,0.66,,1.00091601948294,,140.48312081050457
ch4_ccgt,7.0,,0.02003674124300252,0.013357827495335008,-840.5937666957936
ch4_ocgt,1.0,,0.0,3.8514077910851875e-10,-79.35756597566736
electrolysis,6.0,,8.61529344986737,4.206800952459387,-360.16035254607107
h2_ccgt,5.0,,7.418886436856929,4.9459242912379535,-526.8560978346623
methanation,2.0,,9.80665480768806,7.8133650322903225,-394.1483180018113
ocgt_coge,4.82,,5.50930409476262,8.263956142143929,179.81024178283587
battery_4h,10.0,40.0,7.261348097844696,0.8068164553159622,-328.54600757115645
battery_8h,3.0,24.0,3.8679448149110898,0.4297716461009915,-174.2548081010765
phs,1.3,26.0,1.3844747510591675,0.4252961653580094,174.1818772762388
