technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,3228.5045138119567,,3.2285045138119566,,0.0
biomass_coge,0.23,,0.8063591712000001,,33.395271987898056
geothermal_coge,1.43,,10.010026694725198,,436.27537969447894
lake,11.7,,23.528858807664818,,3022.642517684103
marine,3.7,,14.599796699999999,,1863.299837581571
methanization,6.5,,55.99999999999994,,7329.548730270365
offshore_float,6.7,,16.77949762865714,,-1038.491664808242
offshore_ground,4.1,,8.996104585,,-668.8046536273473
onshore,89.4,,188.1541470441818,,12651.236003399452
pv_ground,50.1,,69.48324511199999,,4048.6099685258378
pv_roof_com,70.9,,87.05586814200001,,3889.987638531773
pv_roof_indiv,30.6,,40.57735032,,-328.3064530356687
pyrogazification,1.9,,16.000000000002075,,971.9221294977383
river,4.5,,13.84375312799555,,1756.5530805249855
waste,0.26,,0.39430025009934,,50.9831750017645
ch4_ccgt,12.0,,0.8637002763072503,0.5758001842048335,-1441.0178855888612
ch4_ocgt,2.0,,0.0,3.3519206066218076e-10,-158.71513187576625
electrolysis,37.0,,84.27312702089712,41.15010975322015,-2662.6129686731038
h2_ccgt,6.0,,4.784474015158365,3.1896493434389104,-696.6389488836162
methanation,3.5,,7.5887752253786065,6.046289193069185,-740.3543173369378
battery_4h,37.0,148.0,27.128308877398933,3.0142565419329763,-1985.2700929700131
battery_8h,4.0,32.0,5.534068032851751,0.6148964480935906,-377.66257575606653
phs,6.4,128.0,5.957924452487324,1.3061712561734815,568.7137812109141
