area,H2_import,biogas_import,biomass_coge,coal,geothermal_coge,lake,lost_load,marine,methanization,natural_gas,nuclear,offshore_float,offshore_ground,onshore,pv_ground,pv_roof_com,pv_roof_indiv,pyrogazification,river,rsv_dummy,waste,ch4_ccgt,ch4_ocgt,electrolysis,h2_ccgt,methanation,ocgt_coge,battery_1h,battery_2h,battery_4h,battery_8h,ch4_reservoir,h2_saltcavern,phs,str_dummy
BE,0.0,3679.7720350910363,34.2108942828,0.0,0.0,0.0,0.0,0.0,148.87499999999974,0.0,0.0,501.5,239.70000000000002,371.2,260.1,431.97,486.1600000000001,0.0,7.4758480305268,0.0,0.0,329.0,23.0,90.0,255.0,194.25,255.47227047381313,0.0,0.0,240.0,120.0,0.0,0.0,96.2,0.0
CH,0.0,0.0,0.0,0.0,0.0,584.6,0.0,0.0,86.22500000000137,0.0,0.0,0.0,0.0,374.4,208.08,346.29,387.03999999999996,364.91250000001486,621.2192014548818,0.0,0.0,79.89999999999999,6.8999999999999995,195.0,51.0,116.55,0.0,0.0,0.0,79.19999999999999,0.0,0.0,0.0,230.88,0.0
DE,0.0,10.268475220910046,36.984750576,0.0,7.5375000000000005,29.6,0.0,0.0,1645.3749999999995,0.0,0.0,4052.12,1973.53,4147.2,1924.74,3196.935,3596.6400000000003,2202.6562499999945,328.127006290805,0.0,0.0,2303.0,184.0,1110.0,1275.0,1165.5,0.0,0.0,0.0,792.0,560.0,0.0,0.0,481.0,0.0
ES,0.0,564.9882899170924,21.266231581200003,0.0,215.5725,865.8,0.0,1271.875,983.1874999999998,0.0,0.0,672.01,327.59,2860.8,766.5300000000001,1265.5650000000003,1444.3200000000002,1303.5562500000922,341.65234570499723,0.0,0.0,564.0,46.0,555.0,306.0,339.9375,0.0,0.0,0.0,888.0,160.0,0.0,0.0,473.6,0.0
FR,0.0,0.0,0.0,0.0,20.35125,964.3080600000001,0.0,429.6875,2862.565659999991,0.0,1955.0619766206273,2574.8484409999996,1446.8979140000001,2335.00448,931.964157,1248.0848520000002,1557.1903040000002,663.260519999967,584.9788164754682,0.0,0.0,564.0,92.0,300.0,0.0,339.9375,104.47524104514953,0.0,0.0,360.0,0.0,14.064756896529836,148.48569264037474,518.0,0.0
IE,0.0,0.0,2.7738562931999997,0.0,0.0,0.0,0.0,0.0,254.63749999999254,0.0,0.0,1644.9199999999998,799.0,588.8,90.27000000000001,149.94000000000003,169.92000000000002,182.4562500000065,15.218895779792254,0.0,0.0,282.0,23.0,390.0,153.0,728.4375,15.9007637224365,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
IT,0.0,4837.519860181691,52.70326957079999,0.0,195.975,666.0,0.0,0.0,650.2375000000038,0.0,0.0,862.5799999999999,423.47,2163.2,954.2610000000001,1585.6155,1784.16,2985.206250000043,982.155383996512,0.0,0.0,893.0,69.0,405.0,510.0,388.5,437.4990603878442,0.0,0.0,960.0,400.0,0.0,0.0,534.28,0.0
NL,0.0,8236.076350197613,13.869281465999999,0.0,0.0,0.0,0.0,0.0,180.19999999999894,0.0,0.0,3731.1600000000003,1821.7200000000003,384.0,370.26,615.825,693.84,0.0,3.0135706411696983,0.0,0.0,1081.0,92.0,465.0,561.0,835.275,111.70188775859853,0.0,0.0,192.0,160.0,0.0,0.0,0.0,0.0
PT,0.0,0.0,42.532463162400006,0.0,0.0,207.2,0.0,0.0,101.8875000000024,0.0,0.0,451.34999999999997,215.73000000000002,544.0,166.77,278.46000000000004,311.52,743.0062499999353,59.3693310591067,0.0,0.0,70.5,6.8999999999999995,165.0,40.800000000000004,126.2625,0.0,0.0,0.0,79.19999999999999,0.0,0.0,0.0,347.8,0.0
UK,0.0,7246.022352969693,24.0400878744,0.0,0.0,0.0,0.0,0.0,634.5749999999927,0.0,0.0,5476.38,2668.66,1955.2,553.86,919.2750000000001,1033.68,1637.2499999999764,165.97603127421482,0.0,0.0,2350.0,207.0,660.0,1275.0,738.15,265.012728707275,0.0,0.0,720.0,240.0,0.0,0.0,207.2,0.0
