area,exports
BE,9.16869396249782
CH,6.025325234907176
DE,81.98660044648345
ES,37.93775708496942
IT,5.961919575782051
UK,33.40258615979626
IE,27.076292951443886
NL,22.625511282333687
PT,14.351371954103783
FR,96.17645744282366
