technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
lake,7.9,,13.810094349652601,,1854.6953220041396
methanization,0.6,,4.000000000000357,,476.489113615978
onshore,11.7,,17.516234033999996,,1161.257800853281
pv_ground,13.6,,17.054143776,,923.8056502253165
pv_roof_com,19.4,,21.0538888,,775.4951941988363
pv_roof_indiv,8.2,,9.926743781999997,,-174.99776040335098
pyrogazification,0.6,,4.000000000000335,,169.44909357933312
river,8.2,,23.070722327810927,,2973.0148352065585
ch4_ccgt,1.7,,0.29864667200807904,0.19909778133871936,-204.14420060543415
ch4_ocgt,0.3,,0.0,3.6796005850896176e-10,-23.80726983639191
electrolysis,13.0,,23.227223726523164,11.341727065284026,-916.3967844462968
h2_ccgt,1.0,,1.8902122456537254,1.2601414971024831,-74.03597078940203
methanation,1.2,,2.3026492130104144,1.8346152888405705,-251.70552468962313
battery_4h,3.3,13.2,2.247192024227377,0.2496880026919408,-130.17473229716825
phs,3.12,62.400000000000006,4.111067384023864,-1.4857370069369926,509.5711986900586
