technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,58.677001262343126,,0.058677001262343126,,0.0
biomass_coge,0.4,,1.402363776,,74.94148637966302
geothermal_coge,0.05,,0.350000933382,,19.132475080193515
lake,0.4,,0.39745973625733766,,110.01230034280702
methanization,11.0,,89.99999999999986,,11587.717081773237
offshore_float,40.4,,155.50545908406664,,589.2411393786788
offshore_ground,24.7,,88.91253434266666,,427.53575992962215
onshore,129.6,,320.00938438628566,,24174.63885911071
pv_ground,125.8,,134.050489844,,6011.501178871633
pv_roof_com,179.1,,166.92304472999996,,4365.379480060637
pv_roof_indiv,76.2,,79.09527081600002,,-3026.519753952186
pyrogazification,3.5,,24.999999999999872,,1206.1197121358296
river,4.29,,17.067210065288037,,2268.965355835574
ch4_ccgt,49.0,,10.215000936813563,6.810000624542376,-5884.156365444318
ch4_ocgt,8.0,,0.0,3.759549261841685e-10,-634.8605273104752
electrolysis,74.0,,193.17639577925618,94.32698380916511,-4442.026893517959
h2_ccgt,25.0,,32.770115791230374,21.84674386082026,-2634.7275332341032
methanation,12.0,,20.674720143027255,16.472399466052043,-2365.453784256675
battery_4h,33.0,132.0,23.047056551796896,2.560784061310642,-1084.2314040750261
battery_8h,14.0,112.0,17.19327860803771,1.9103642897811604,-813.2146021817211
phs,6.5,130.0,6.969412661208434,2.0246564548032584,885.6563782828146
