direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,951.3936007831576,12.6,22.946276230857492,2.8912308050880444,13.881278538812786,64.9771689497717,25.327181852571268
DE→FR,DE,1160.573938537052,11.0,31.72966801931517,3.4902634821246687,21.15296803652968,57.522831050228305,30.574708103412096
FR→CH,CH,519.3818462332849,3.3,31.500309002720584,1.039510197089779,22.522831050228312,59.280821917808225,9.106109326506465
CH→FR,CH,276.02546866022385,2.0,34.39112577001813,0.6878225154003625,27.351598173515985,57.57990867579908,6.025325234907176
FR→IT,IT,1191.4918660459034,3.1,57.3596249910405,1.7781483747222553,49.577625570776256,35.833333333333336,15.576579762566956
IT→FR,IT,416.8854243751174,3.1,21.95433633739156,0.6805844264591383,18.550228310502284,74.6917808219178,5.961919575782051
FR→ES,ES,435.1944659802916,10.2,23.78174504334472,2.4257379944211617,15.684931506849315,66.10730593607306,21.249464831129377
ES→FR,ES,1612.0709854919487,9.5,34.99213695639125,3.3242530108571686,23.789954337899545,53.11643835616439,29.120456375108795
FR→UK,UK,1034.5851492151992,9.8,29.024696754787048,2.844420281969131,18.15068493150685,59.04109589041096,24.91712167004959
UK→FR,UK,942.3370313267978,9.5,30.99857234852837,2.944864373110195,22.15753424657534,59.497716894977174,25.79701190844531
