,0
total system cost [1e9€],47.685067837714776
elec_demand_tot [TWh],498.99818158930526
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],131.0321681693939
elec_price_weighted_by_demand [€/MWh],110.23641013735318
CH4_price_weighted_by_demand [€/MWh],1.5587700200712755
H2_price_weighted_by_demand [€/MWh],3.6682556686845076
load_shifted [TWh],24.794374638665445
load_shifted [%],4.968830659802318
attributed_cost [1e9€],62.63449579498621
primary_gene_elec [TWh],620.6721989552201
gene_elec [TWh],653.5359002155737
gene_curtailed [TWh],32.376139706900965
gene_curtailed [%],5.216302544467086
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],170.50841584250995
gene_CH4 [TWh],186.26588917865993
gene_H2 [TWh],76.711524577288
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],84.28326632561391
lcoe_CH4 [€/MWh],52.71400672198537
lcoe_H2 [€/MWh],50.101844425582506
lcoe_elec_volume [€/MWh],91.7623712400306
lcoe_CH4_volume [€/MWh],68.1677909530447
lcoe_H2_volume [€/MWh],159.0102575127401
lcoe_elec_value [€/MWh],104.22039351948122
lcoe_CH4_value [€/MWh],54.22286350635531
lcoe_H2_value [€/MWh],70.80890141873077
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],12.468173878545118
